stage,epidermis,eye,fin_mesenchyme,glial,gut,immune,ionocyte,iridophores,lateral_line,mesenchyme,mucous,neural,olfactory,paraxial_mesoderm,periderm
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,15.53,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0
 60-70,3.59,0,0,0,0,40.32,0,0,0,0,0,0,0,0,0
 72-82,5.39,0,0,1.52,0,87.78,0,0,0,0,0,0,0,0,0
 84-94,3.27,7.9,0,0,0,71.69,0,0,0,0,3.02,0,0,0,1.87
 96-106,66.03,2.41,0,0,1.3,280.09,0,3.46,0,1.83,0,71.1,0,0,3.07
108-118,42.66,9.69,1.75,0.58,38.33,251.6,1.12,0,0,0,0,6.81,0,0,0
120,97.82,0,0,0,15.44,124.94,0,0,20,0,0,0,2.62,0,0
