stage,epidermis,eye,glial,mesenchyme,neural,paraxial.mesoderm,spinal.cord
 10-12,0,0,0,0,0,5.19,0
 24-34,0,0,0,0,16.14,0,0
 36-46,0,0,0,0,22.74,0,2.12
 48-58,0,0,0,1.32,9.7,0,0.44
 60-70,0,0,0,0.94,5.66,0,0
 72-82,1.16,4.41,0,0,21.84,0,0
 84-94,3.5,2.3,0.72,0,19.88,0,0
 96-106,0,9.94,0,0,38.92,0,0
108-118,0,0,0,0,22.86,0,0
120,0,17.76,0,0,43.34,0,0
