stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,periderm,somites,spinal.cord
  5-6,7.54,0,0,0,0,0,0,0,0
  7-9,0,0,5.86,0,0,0,0,0,0
 14-21,0,0,0,0,1.37,0,0,0.96,0
 24-34,0,0,0,0,0,1.4,0,0,1.06
 36-46,0,0,0,0,2.49,0.75,0,0,1.56
 48-58,0,0,0,1.43,0.6,2.42,0.38,0,2.2
 60-70,0,0,2.8,0,0.72,3.93,0,0,0
 72-82,0,0,0,3.96,0.71,2.43,0,0,1.02
 84-94,0,0,0,0,0,9.13,0,0,0
120,0,1.34,0,9.38,0,0,0,0,0
