stage,epidermis,eye,glial,iridophores,neural,spinal.cord
 24-34,0,0,0,0,0,1.14
 36-46,0,0,0,0.56,3.22,0
 48-58,0,0.61,0,0,0,0
 60-70,0,0,1.15,0,0,2.45
 72-82,0,0,0,0,3.97,0
 84-94,0.91,2.16,0,0,0,0
 96-106,0,0,0,1.48,0,0
108-118,0,0,0,0.55,0,0
120,0,4.18,0,0,0,0
