stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,9.71,97.69,42.77,0,17.35,0,0,0,17.14,6.52,0,1.26,0,2.8,0,0,0.86,0,42.3,0,0,23.68,384.39,17.79,3.94,3.71,10.99,0,50.54,0,61.95,5.25,3.33,53.61,162.52,0,0,4.57,0,0
 24-34,0,2.06,3.51,72.43,2.34,0,86.32,0,8.76,0.68,42.48,2.59,0,3.98,0,2.62,0,1.35,4.21,2.88,151.14,6.69,0.82,58.78,1250.78,48.32,12.16,19.77,0,0,118.34,0,0,1.68,1.72,14.12,294,0,0,42.46,0,9.84
 36-46,0,0,0,54.9,1.34,0,156.98,0,4.59,3.92,64,0,0,9.57,0,6.01,0.65,0.6,3.34,0.66,189.61,0,2.2,40.27,1389.09,42.51,7.1,17.88,0,8.6,156.6,0.81,0,0.69,19.41,0,317.92,0,0,25.08,0,5.22
 48-58,0,0,0,27.07,0,0,369.38,1.86,7.96,4.62,75.07,3.09,2.88,4.32,0.39,0.61,0,4.66,0,3.6,172.41,3.07,6.07,33.53,1143.54,41.71,10.88,12.11,4.77,0,69.77,0,0,1.07,4.91,0,229.9,0,2.02,44.59,0,20.64
 60-70,0,0,0,52.83,0,0,437.15,1.54,20.31,6.46,110.14,4.77,0,1.5,0,0.61,6.48,6.38,2.53,1.24,291.2,0,4.09,30.78,980.3,13.49,10.77,8.2,0.81,0,82.55,0,0,2.8,6.63,0,130.04,0,1,23.04,3.73,6.7
 72-82,0,1.3,0,34.75,1.7,0,350.1,0,15.28,8.22,110.98,6.58,0.6,3.26,2.48,0.51,2.1,4.51,2.18,0.87,296.64,1.21,16.83,20.68,735.87,10.51,10.9,16.25,0,1.4,69.82,0,0,3.92,0.53,0,85.06,2.59,7.79,73.19,5.34,5.08
 84-94,0.62,2.26,0,74.67,0,0,210.28,2.88,23.54,10.17,82.88,16,2.5,12.79,7.38,5.53,3.08,2.11,2.3,2.16,233.73,5.77,12.78,21.58,463.3,38.88,2.57,7.82,0,8.42,160.1,0,0,0.58,0.59,0,53.48,1.34,2.41,43.63,5.57,12.2
 96-106,0,0.99,0,60.45,14.33,0.72,182.17,1.41,10.91,3.24,76.08,10.32,0,7.54,4.98,3.09,3.24,1.9,5.15,0.71,181.71,4.89,15.87,18.63,386.1,7.54,8.04,9.47,0,5.15,139.37,0,0,0.67,0,0,22.4,3.53,7.94,79.88,12.74,2.19
108-118,0,0,0,103.4,0.46,7.54,210.51,2.42,30.72,9.48,85.1,7.2,0,9.73,7.63,4.9,16.37,3.85,7.66,5.69,250.82,14.26,15.62,19.92,463.17,15.83,7.61,10.37,0,16.48,99.08,0,0,2.22,2.19,0,20.21,8.03,9.15,67.66,8.01,3.99
120,1.12,0,0,127.73,0,2.69,233.51,7.16,41.71,14.6,148.92,8.07,0,13.75,14.3,6.37,11.36,3.84,8.99,3.24,461.39,21.26,23.11,37.2,937.24,64.31,7.9,24.26,0,5.9,79.13,0,0,4.53,1.32,0,17.88,16.65,4.13,61.26,75.71,0
