stage,epidermis,eye,fast.muscle,fin.epithelia,fin.mesenchyme,gut,heart,immune,iridophores,liver,mesenchyme,mural.cell,muscle,neural,pericytes,periderm,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle
 24-34,2.38,0,0,0,0,0,1.92,0,0,0,6.97,0,0.91,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,6.65,0,0,4.38,0,0,0,0,0,0
 48-58,5.01,0.92,0,0.81,0.45,0,0.44,4.21,0,0,7.69,0,0.64,2.38,0,0,0,0,0,0
 60-70,1.34,0,0,0,0.87,0,0,1.17,1.28,0,16.61,8.39,0.8,0.69,0,0,0,0,0,0
 72-82,1.21,2.62,0,0,6.76,0.6,2.58,6.78,0,0.62,61.71,6.68,12.29,2.4,2.08,0,0,1.01,0,5.31
 84-94,0,5.21,0,0,0.91,0,0,3.43,0,0,17.71,5.58,0,2.77,4.73,0,0,8.03,3.11,1.55
 96-106,0,0,0,0,1.12,2.58,0,2.34,0,0,13.44,0,0,1.6,1.32,0.69,0,1.03,0,3.71
108-118,0,0.93,0,0,5.54,0.53,0,5.27,0.44,0,16.05,4,0,14.43,6.41,1.33,1.02,0.53,0,1.11
120,0,0,1.89,0,3.48,0,0,24.41,0,0,56.23,5.31,0,0,0,0,0,0,7.47,7.65
