stage,endocrine.pancreas,erythrocytes,eye,glial,iridophores,mesenchyme,mucous,mural.cell,neural,pericytes,pronephros,spinal.cord,taste,vasculature
 24-34,0,0.81,0,0,0,0,0,0,2.04,0,0,0,0,1.34
 36-46,0,0,1.13,0,0,0,0,0,2.12,0,0,0,0,0
 48-58,0,0,4.16,0.61,0,0.45,0,0,2.08,0.56,0,4.13,0,0
 60-70,1.1,0,3.66,0,0.66,0,0,0,15.65,0,0,0,3.21,0
 72-82,0,0,4.85,0.55,0,0.58,0.56,1.63,3.95,0,0,0,0,0
 84-94,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0
 96-106,0,0,1.44,0,0,1.37,0,0,0,0,0,0,0,0.71
108-118,0,0,3.55,0.79,0,1.85,0,0,0,0,0.48,0,0,0
