stage,blastomeres,epidermis,eye,muscle,neural,notochord,otic,paraxial.mesoderm,spinal.cord
  3-4,80.77,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,9.37,0,0,3.77,0
 10-12,0,0,0,0,21.47,0,0,10.48,0
 14-21,0,3.97,0,0.84,0,0,0,0,0
 24-34,0,0,0,0,5.36,0.62,0,0,0
 36-46,0,0,0,0,2.13,0,0,0,0
 48-58,0,0,0,0,7.12,0,0,0,0.79
 72-82,0,0,0,0,0,0,1.64,0,0
 84-94,0,0,0,0,5.15,0,0,0,0
 96-106,0,0,4.17,0,2.32,0,0,0,0
120,0,0,0,0,1.79,0,0,0,0
