stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,glial,gut,immune,ionocyte,iridophores,liver,mesenchyme,mucous,muscle,neural,olfactory,otic,periderm,pronephros,slow.muscle,spinal.cord,vasculature,xanthophores
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,2.6,0,0,0,0.9,0,0,0,0
 72-82,0,0,0,0,2.49,0,4.8,0,4.75,0.66,0,102.87,0.99,0,0,8.74,0,0,0,0.63,0,0,0,0
 84-94,0,0.59,0,0,6.24,0,7.31,0,4.54,0,0,240.77,0,0,0,5.49,0,0,0.95,0,0,6.69,0,0
 96-106,0.95,1.67,16.35,0.94,34.96,0,5.15,3.63,1,0,2.7,951.99,9.69,0,0,146.9,2.84,0.83,0,1.85,0,0,1.47,4.26
108-118,0,7.45,3.79,2.66,34.14,0,10.88,0,0.63,0,0,2135.05,9.81,3.66,0.54,97.85,0,1.09,6.08,2.91,0.43,0,0,0
120,0,0,0,0,0,1.49,0,0,1.42,0,0,623.73,8.34,0,0,94.49,0,0,8.29,0,0,0,0,3.6
