stage,endocrine.pancreas,epidermis,erythrocytes,eye,fin.epithelia,glial,gut,heart,immune,ionocyte,lateral.line,mesenchyme,mucous,neural,olfactory,otic,periderm,pronephros,spinal.cord
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,2.96,0,0
 36-46,0,0,0,0.88,0,0,0,0,0,0,0,0.81,0,11.32,0,0,12.69,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,1.15,0,8.58,0,0,9.15,0,0
 60-70,0,1.37,0,0,0,0,0,0,0,0,0,1.05,0,10.91,0,0,13.4,0,1.85
 72-82,0,0,0,0,0,0,0.54,0,0.72,0,0,0,0,4.48,3.1,0,5.42,0,2.92
 84-94,1.23,2.7,0.71,0,0,0,1.68,0,0,0,0,5.11,0,0,0.77,0,26.27,0,0
 96-106,0,3.26,6.08,5.21,1.23,0,0.83,0.79,0,0,0,1.02,0.81,0,0.64,0,22.65,0,0
108-118,0,3.76,0,0,0.82,0,1.87,0.71,0,0,0,0,0,6.98,0,0.43,8.61,0,0
120,0,15.67,0,0,1.06,7.05,1.46,0,1.79,1.4,2.12,0,0,4.05,0,0,12.42,1.58,0
