stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,238.87,2569.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.19,0,0,0,0,0,0,0,0,0,0,0
  5-6,247.62,3517.18,0,0,0,0,0,0,0,0,0,0,22.92,0,0,0,0,0,0,0,0,0,0,0,132.46,31.14,0,0,22.52,0,73.68,0,0,0,0,0,0,0,0,0,0,0
  7-9,134.75,68.81,0,87.1,0,0,190.76,0,0,0,0,0,129.58,0,0,0,0,0,0,0,0,0,0,0,1370.34,63.83,0,0,266.72,0,0,21.37,0,0,0,0,0,0,0,0,0,0
 10-12,0,41.52,0,76.39,0,18.95,61.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.36,15.15,0,0,273.3,0,0,0,0,35.72,0,15.38,0,0,0,0,0,0
 14-21,0,0,0,1.03,14.3,1.79,1.92,0,0,0,2.49,0,0,0,0,0,6.7,0,0,0,6.07,0,0,2.48,62.2,0.94,1.02,1.68,1.33,0,0,0,8.18,1.74,0,8.68,15.91,0,0,0,0,0
 24-34,0,0,0.61,0,3.19,0.62,23.43,0,0,0.7,5.91,0,0,2,0,3.51,0,0.77,0,0,15.22,0,0,10.84,321.6,0.92,7.58,4.97,0,0,13.07,0,0.93,0,1.01,1.45,72.29,0,0,1.41,0,0
 36-46,0,0,0,0,1.4,0,49.34,0,1.75,0.95,14.88,0,0,0,0,0,0,0,0.67,0,15.93,0,0,8.1,438.83,0.57,1.78,0.61,0,0,11.54,0,0,0,0,0,87.83,0,0,2.66,0,5.66
 48-58,0,0,0,1.75,9.7,2.59,117.59,0,4.55,0,30.51,0,0,1.42,0,0,0,0.44,2.15,2.91,32.31,0,0,9.66,448.17,0.39,3.31,2.54,0,0,11.55,0,0,0,0,0,78.69,0,0,2.15,0,0
 60-70,0,0,0,0,3.97,0,299.68,0,1.03,1.85,34.37,0.63,0,0,1.62,0,0,1.12,0,0,23.12,0,0,13.39,528.66,0,17.82,5.4,0,0,8.44,0,0,0,0,0,85.69,0,0,11.61,0,10.91
 72-82,0,0,0.54,0,0,0.54,139.73,0,0,3.87,29.88,0,0,0.86,0,0,0,0,0,0,36.8,0.58,0,1.72,233.38,0,1.45,2.06,0,0,1.1,0,0,0.5,0,0,21.4,0,0,5.3,1.28,0
 84-94,0,0,0,0,5.03,2.45,96.86,0.64,0,3.75,12.07,2.01,0,2.94,1.44,0.75,1.13,0.66,0,0,34.5,1.16,2.39,2.13,209.51,0.62,3.78,6.05,0,0,17.21,0,0,3.51,1.3,0,15.05,0.6,0,3.35,0,0
 96-106,0,0,1.19,0,0,4.1,88.06,0,0.59,0,12.13,1.9,0,0,3.29,1.73,0,1.23,0,0,19.48,0.69,1.76,4.2,103.58,0.57,4.22,1.92,0,2.27,9.4,0,0,0.7,0,0,2.66,0,0,0.56,0.91,1.21
108-118,0,0,0,0,7.29,0,67.99,0.54,0.77,0.96,21.74,1.91,0,0,1.9,5.91,1.16,1.28,0,0,24.11,0.71,1.3,1.57,172.47,0,2.12,0,0,0,4.59,0,0,0,0,0,6,2.49,2.26,4.94,0,0
120,0,0,0,0,12.3,4.42,63.68,0,0,2.59,81.67,17.6,0,3.83,6.07,0,3.01,0,2.58,0,20.14,0,7.65,4.51,378.99,0,6.87,5.88,0,15.95,6.87,0,0,0,0,0,10.51,4.63,0,11.13,0,3.28
