stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,189.16,4197.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,473.8,8669.26,0,43.25,0,0,0,0,0,0,0,0,23.09,0,0,0,0,0,0,0,0,0,0,0,438.43,81.44,0,0,98.88,0,89.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,269.46,293.96,0,557.36,0,5.95,675.24,0,0,0,0,0,178.56,0,0,0,0,0,0,0,0,0,0,0,7624.92,412.65,0,0,2554.99,0,8.84,93.08,0,0,0,0,0,0,0,0,0,0
 10-12,0,168.76,0,596.5,0,64.86,456.09,0,0,0,0,0,7.66,0,0,0,0,0,3.73,0,0,0,0,0,4422.34,160.53,0,0,1266.77,0,12.86,54.09,4.56,224.88,0,6.35,9.39,0,0,0,0,0
 14-21,0,1.92,0,9.31,135.45,21.58,29.17,0,1.16,0,52.19,7.01,0,1.01,0,1.22,0,0,0,0,100.43,0,0,59.35,1387.51,29.44,34.9,43.29,41.57,0,5.13,0.91,107.06,36.45,0,42.37,515.38,0,0,2.28,0,0
 24-34,0,0,0,3.23,32.59,2.44,142.13,0,1.81,0,45.99,1.82,0,0,0,0.62,0,1.49,2.13,0.67,184.65,3.23,2.6,55.63,2135.98,10.51,56.2,30.06,0,0,29.24,0,2.32,3.32,0.67,25.14,514.26,0,0,24.38,0,0
 36-46,0,0,1.35,0,37.57,1.9,400.36,0,0,2.83,57.66,1.23,0,2.01,0.64,0,0,3.42,1.73,0,234.8,1.82,2.79,46.21,1681.33,3.97,41.74,10.58,0,0,23.4,0,0,2.34,0,0,428.29,0,0,15.83,0.78,0
 48-58,0,0,0,0,24.31,3.15,664.44,1,0,0.44,39.72,0,0.57,0.69,0.53,3.62,0.46,4.37,0.37,0,220.23,0,7.68,27.43,1094.64,0.63,18.45,6.46,0,0.39,7.35,0,3.76,0,0,0,201.29,0,0,6.49,0,2.07
 60-70,0,0,0,0,17.12,3.32,465.28,0,5.84,0,43.07,6.69,0,0.69,0.65,1.08,4.55,5.76,2.61,0,224.57,0,14.37,16.43,638.49,2.58,18.19,1.82,0,0.71,5.28,0,0,0,0,0,73.49,0,0.73,3.51,0,5.87
 72-82,0,0,1.43,0,22.34,0,239.36,0,0.91,9.31,39.06,2.46,0,0.7,1.51,2.05,0,4.52,0,0.49,144.01,0,5.56,11.25,302.72,0,40.54,5.44,0,0,2.32,0,0,0.5,0,0,19.77,2.24,2,9.95,5.75,1.1
 84-94,0,0,3.8,0,19.4,3.48,179.84,0,0.63,2.43,15.94,6.02,0,0.8,8.41,0,4.95,1.61,4.71,0,129.79,0,12.43,16.25,264.61,0,18.27,7.62,0,1.01,7.13,0,0,1.38,0,0,16.23,3.34,2.36,14.34,0.91,3.06
 96-106,0,0,3.11,0,11.75,10.43,98.06,0.95,2.54,0,34.42,5.38,0,4.84,5.25,0.59,0,1.52,0,0,80.74,0,5.06,10.42,181.64,0,31.51,4.96,0,0,2.21,0,0,3.58,0,0,4.87,2.66,0,4.19,1.71,0
108-118,0,0,0.79,0,11.72,8.38,108.16,0,0.48,2.2,24.03,3.61,0,0,3.64,0,1.87,0.45,6.7,0,90.51,0,1.05,11.92,286.14,0.57,21.26,6.54,0,2.26,4.83,0.48,0,5.69,0,0,15.72,0,0,7.7,0,0
120,0,0,0,4.41,9.24,2.94,150.8,0,0,2.83,39.91,0,0,2.09,7.34,0,0,0,0,0,78.77,0,2.08,11.17,375.72,0,38.75,5.45,0,0,1.68,0,0,1.75,0,0,13.49,3.36,0,2.72,0,0
