stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,notochord,paraxial_mesoderm,somites
  5-6,21.93,0,0,0,0,0,0,0,0
  7-9,0,0,3.52,0,0,5.52,0,3.91,0
 10-12,0,0,0,0,0,19.96,7.81,0,0
 14-21,0,0,0,0,0,1.89,0,0,1.45
 36-46,0,0.88,0,0,0,0,0,0,0
 72-82,0,0,0,1.34,0,0,0,0,0
 84-94,0,0,0,0,1.71,0,0,0,0
108-118,0,0,0,0,2.11,0.63,0,0,0
