stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0.93,0,0,1.67,70.36,256.78,0,3.37,0,0,3.56,29.58,5.28,4.35,0,81.54,0,0,0,0,29.53,35.35,0,18.69,89.16,23.43,1.08,6.24,12.54,0,5870.93,1.53,26.51,344.52,1.91,8.92,22.62,0,0,84.08,0,3.62
 24-34,0,0.83,0,0,96.5,23.39,0,13.72,8.42,0,12.06,17.75,13.28,15.42,1.48,266.75,0,0,0,0.95,79.65,97.97,0,95.17,346,1.5,74.1,2.9,0,0,4475.23,0,4.64,48.37,0.73,2.6,36.19,0,0,485.53,0,0.96
 36-46,0,0,0,0.74,79.41,0.77,0,35.16,29.08,8.83,8.09,16.55,0,19.9,5.55,93.87,0,0.77,0,5.62,75.08,96.98,0.83,93.03,279.36,0,46.52,0,0,0,3693.02,0.81,0.86,31.66,5.71,0,38.83,0,6.93,179.93,0,0
 48-58,0,0,0,0.44,80.12,0,0,41.95,20.34,10.11,7.87,5.84,4.33,51.71,0.85,60.6,0,0,1.61,1.54,68.23,52.57,4.65,52.84,205.32,17.17,28.43,0,0,0,1504.07,0,7.52,13.93,0,0,28.18,0,0,140.84,0,0
 60-70,0,0,0,0,148.69,10.5,0,52.12,18.05,0,11.73,38.62,5.14,33.59,0.57,57.1,0,0,3.61,0,58.12,35.06,0,8.54,101.09,0,26.51,0,0,1.65,1137.54,0,0,26.2,0,0,14.44,1.83,3.09,98.66,0,0
 72-82,0,0,0,0,248.87,2.19,0,58.2,12,1.53,5.49,66.5,2.72,19.9,3.06,129.26,2.18,0,0,0,91.49,45.51,6.56,3.93,127.42,0,35.25,0,0,0,690.65,0,0,9.84,0,0,8.12,11.31,4.31,144.91,3.89,8.57
 84-94,0,0,0,0.61,455.98,15,0,19.6,48.52,0,1.14,209.4,2.77,20.25,0,195.34,0,0,3.8,0,90.72,54.68,4.84,2.29,49.56,0,117.69,0,0,3.75,1574.99,0,0,40.17,0,0,0,58.25,2.16,133.64,1.95,0
 96-106,0,0,0.69,0,509.55,16.65,0,46.16,61.8,8.15,28.99,272.15,0,27.38,3.16,249.62,0,2.17,11.73,7.73,71.44,70.43,0.7,13.9,135.09,0.58,146.5,8.83,0,1.01,1683.03,0,0,29.76,0,0,0,112.15,0,149.81,2.9,6.26
108-118,0,0,0,2.63,510.61,8.43,0.65,26.3,125.58,4.5,14.95,311.43,0,12.17,1.01,237.56,0,0.82,0.91,0,68.81,82.41,3.89,3.72,80.42,0,97.07,1.37,0,1.02,1631.75,0,0,19.41,0,0,1.92,97.82,1.94,117.36,0.87,0
120,0,0,0,0,348.66,0,1.14,36.07,83.66,0,22.83,160.95,0,23.8,3.36,175.78,0,0,8.44,0,101.15,72.86,12.27,1.27,84.87,0,60.31,0,0,0,1014.13,0,0,14.45,0,0,0,35.38,0,189.92,4.27,0
