stage,eye,glial,mesenchyme,neural,olfactory,otic,spinal_cord
 14-21,0,0.93,0,1.1,0,0,3.21
 24-34,0,0,0,0,0,0,1.88
 36-46,0,0,0,0.93,1.09,0,0
 48-58,0.54,0.8,0,1.92,0,0,0
 60-70,0,0,0,3.3,0,0,0
 72-82,0,0,1.85,0,0.77,0,0
108-118,0,1.19,0,0,0,0.54,0
