stage,blastomeres,erythrocytes,exocrine.pancreas,eye,glial,ionocyte,mesenchyme,neural,spinal.cord
  5-6,11.75,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.89,0
 14-21,0,0.94,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,1.16,0
 60-70,0,0,0,0.92,0,0,0,5.18,0
 72-82,0,0,0,0,0,0,1.26,11.32,0
 84-94,0,0,0,0,0,0,0,3.31,0
 96-106,0,0,0,0,1.32,0,0,10.39,4.25
108-118,0,0,3.22,0,1.02,1.05,0,4.41,0
120,0,0,0,1.08,0,0,0,17.27,0
