stage,blastomeres,eye,mesenchyme,neural,otic,paraxial_mesoderm,periderm,pronephros,somites,vasculature
  3-4,24.3,0,0,0,0,0,12.98,0,0,0
  7-9,0,0,0,4.25,0,9.69,0,0,0,0
 10-12,0,0,0,24.13,0,4.74,0,7.59,0,0
 24-34,0,0,0,0,0,0,0,0,0.66,0
 48-58,0,6.95,1.17,0.45,0,0,0,0,0,0
 72-82,0,0,0,0.96,0,0,0,0,0,0
 84-94,0,0.99,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0,0,0.52
120,0,0,0,0,1.43,0,0,0,0,1.46
