stage,axial,blastomeres,eye,neural,paraxial.mesoderm,periderm,spinal.cord
  3-4,20.88,633.07,0,0,0,0,0
  5-6,0,540.07,0,10.7,0,6.92,0
  7-9,0,5.67,20.44,63.67,37.12,0,0
 10-12,0,4.41,3.36,19.48,0,0,0
 14-21,0,0,0,0.83,0,0,0
 24-34,0,0,0,1.35,0,0,0
 48-58,0,0,0.55,0.58,0,0,0
 60-70,0,0,0,0,0,0,10.11
