stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,22.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,0,0,0,7.11,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,8.48,5.23,0,0,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.04,45.43,0,0,1248.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.1,53.88,0,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.29,119.7,0,0,2750.03,0,0,13.47,17.18,0,65.59,0,0,0,0,0,0
 14-21,0,1.28,0.81,101.11,63.51,0,4.4,0,0,0,0.88,1.08,2.13,2.44,0,0,0,0,0,0,716.45,0,0,597.5,295.31,4.67,0,0,20.21,0,2.31,1945.28,6.28,32.97,1063.81,5.33,0,0,2.47,0,0
 24-34,4.02,0,0.59,103.34,9.15,0,7.97,0,2.52,8.41,2.59,0,0,16.19,0,2.51,2.47,0,9.36,0,1698.68,0,0,470.15,231.08,0,0,1.36,0,0,13.52,5.69,4.02,1.23,173.86,12.53,0,0,76.91,0,0
 36-46,0,0,0,77.95,0,0,14.39,0,0,24.09,2.11,0,0,20.86,0,0,0,0,0,0,2241.57,0,3.63,445.08,144.46,0,0.56,3.41,0,0.97,5.14,3.35,0,0,0.83,16.22,0,3.69,62.21,0.78,0
 48-58,0,0,0,65.23,5.17,0,81.48,1.08,4.87,39.73,11.37,0,0,31.89,0,4.03,0,2.15,12.26,0,3524.11,0,5.73,260.55,273.52,0,0.59,0,0,2.02,25.59,3.76,0.37,0.5,0,18.92,0,12.02,63.7,0,7.44
 60-70,0,0,0,83.57,1.83,0,104.87,5.35,1.25,19.37,9.89,0.63,2,47.19,0,0,0,1.55,8.92,0,5622.48,0,37.66,171.31,180.65,0,0,3.26,0,30.11,24.94,0,4.15,0,0,22.44,0,38.91,43.63,7.52,7.89
 72-82,0,0,0,117.7,0,0,141.41,2.58,0,27.14,19.46,6,0,60.84,1.1,2.2,4.64,1.53,1.36,0,6264.18,1.75,30.68,124.01,207.58,0.67,2.86,1.93,0,56.25,25.76,0,0,0,0,14.35,1.91,68.41,118.81,15.7,8.9
 84-94,0,0,0,207.63,3.89,0,175.75,2.95,3.17,17.92,19.05,9.43,0,29.06,2.93,6.32,8.16,0,3.88,0,5095.13,1.51,39.04,126.59,83.49,0.83,0,6.02,0,32.71,91.62,0,0.93,1.28,0,4.38,3.16,81.33,146.81,23.38,2.83
 96-106,0,0,0,323.74,24.64,1.12,129.46,0,9.73,22.87,24.93,4.07,0,50.34,22.93,3.7,8.3,1.17,6.4,2.19,4520.73,2.41,40.77,72.52,215.59,0,1.24,0,0,88.29,111.9,0,0.71,0,0,1.76,4.89,87.33,178.85,19.33,0
108-118,0.45,0,0,388.57,6.41,2.65,92.32,1.32,22.94,22.87,15.27,18.48,0,47.9,4.95,8.52,3.48,0,0,0,4319.84,6.97,46.33,61.02,170.49,0.71,0.7,0,0,102.08,158.19,0,0.62,0,0,1.21,3.89,66.42,132.09,8.21,0
120,0,0,0,221.51,9.7,0,82.2,0,4.4,23.46,3.59,24.5,0,49.98,0,7.24,0,0,24.21,9.24,3614.18,8.21,84.28,50.08,203.09,0,0,1.67,0,96.14,72.54,0,0,0,0,0,1.84,53.23,141.06,23.63,4.96
