stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,9.45,536.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.3,189.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52,0,0,0,7.9,0,8.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.21,3.67,0,7.47,0,0,0,52.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.99,105.5,0,0,390.54,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.68,0,64.48,0,0,0,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.39,176.23,0,0,753.44,0,0,11.11,4.76,32.99,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,16.55,4.36,0,1.86,0,0,0,0,2.91,0,0,11.52,0,0,0,0,0.8,0,0,2.92,352.97,642.61,0.98,0,112.03,0,0,0,52.99,7.63,1.01,7.64,118.46,0,0,0,0,0
 24-34,0,0,0,0,7.54,0,0,31.04,0,0,2.45,2.75,0,0,0,97.79,0.7,0,0,0,13.34,10.26,0,2.69,721.84,183.16,8.67,0,0,0,0,0,0,8.18,0,11.65,179.62,0,0,0.98,0,1.45
 36-46,0,0,0,0,0.65,0,0,64.48,0,0,0,18,0,0,0,67.65,0,0,0,0,25.24,3.45,0,0.75,1038.37,73.69,17.01,0,0,0,0,0,0,13.01,0,0,260.43,0,0,0.66,0,0
 48-58,0,0,0,0,1.75,0,0,317.43,0,0,0,33.26,0,0.45,0,5.4,0,0,0,0,18.38,0.39,0,3.15,1225.74,59.65,15.49,0,3.66,0,1.57,0,0,3.17,0,0,248.32,0,0,1.32,0,2.23
 60-70,0,0,11.44,0,0,0.78,0,1007.06,0,1.14,3.08,58.98,0,0,1.88,1.83,0,0,0,0,52.48,2.41,0,1.81,1835.91,36.88,13.22,4.4,0,0,11.13,0,0,6.7,0,0,252.89,0,0,0,0,20.17
 72-82,0,0,0,0,9.81,3.19,0,1014.8,0,6.73,5.03,54.35,2.76,0,3.95,7.86,2.92,0.65,5.7,8,50.27,0,0.65,2.27,1676.1,24.49,24.02,3.91,0,0,0,0,0,3.36,0,0,154.55,0,2.15,2.58,2.75,0
 84-94,0,0,1.29,0,4.57,7.16,0,707.53,0,0.76,0,31.04,0.84,0,0,6.1,0.9,0,0,5.65,40.61,0.75,0.63,3.95,1162.48,53.57,10.05,2.38,0,0,3.16,0,0,1.35,0,0,76.53,0,1.08,2.4,2,0
 96-106,0,0,5.49,0,7.27,6.62,0,607.09,0,0,0,42.33,2.48,0,6.04,3.8,1.85,0,0,0,46.3,2.31,1.37,2.97,1005.8,39.32,33.77,1.19,0,0,0.88,0,0,1.75,0,0,52.93,0,1.08,10.8,0.93,0
108-118,0,0,0.89,0.74,17.55,1.55,0,607.5,0,0,0,37.79,2.28,0,2.39,6.09,0,0,3.36,0.84,54.41,1.27,0,0,1282.45,48.85,29.86,0.53,0,3.39,0,0,0,4.53,0,0,43.17,1.6,0,2.56,0,0
120,0,0,0,0,29.76,0,3.69,498.39,1.04,0,17.18,68.94,7.81,0,9.61,13.53,0,0,0,1.79,32.53,0,0,4.45,1890.57,105.22,24.76,1.8,0,0,0,0,0,3.15,0,0,60.53,0,0,5.43,8.35,0
