stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,57.51,1241.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.81,0,0,0,0,0,0,0,0,0,0,0
  5-6,28.25,380.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.62,5.07,0,0,14.69,0,0,8.64,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.73,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.64,5.46,0,0,35.04,0,0,0,0,24.9,0,0,0,0,0,0,0,0
 14-21,0,0,0.86,1363.87,38.84,0,0.82,0,0,0,0,11.04,8.07,26.1,0,2.6,0,0,0,1.82,125.28,4.2,0,35.53,43.2,4.95,0,8.65,12.1,0,0,0.91,5.27,15.89,153.15,19.32,38.45,0,0,10.08,0,0.85
 24-34,0,0,1.99,309.16,2.86,0,4.02,0.81,12.94,13.13,0,1.4,0,39.2,0,1.73,2.98,0.71,0.75,1.94,349.22,3.61,1.21,114.34,149.63,1.96,0,1.95,0,1.98,0,0,0,2.31,18.99,36.88,11.3,0,0,53.26,0,3.97
 36-46,0,0,0,178.75,0,0,5.72,0,20.8,23.67,3.92,0,0,13.77,0,0,2.61,0,0.58,2.04,723.67,0,28.86,193,90.56,1.92,1,18.09,0,12.31,0,0,0,0.59,13.14,2.92,14.68,0,0,18.21,0,2.61
 48-58,0,0,0,108.92,0,0,18.62,0.9,10.86,35.87,8.34,0,0,8.88,0,0,2.79,0,2.31,4.26,933.31,0.74,38.83,143.48,147.91,7.73,0,1,0,3.5,0,0,0,0.37,0.5,0,18.52,0,1.42,12.95,0,0.92
 60-70,0,0,0,67.35,10.5,0,23.21,0,15.59,44.37,30.13,0,0,9.52,0,0.58,2.04,0,0,3.88,1082.04,5.71,42.06,87.18,130.95,0,0,6,0,4.64,0,0,0,0,3.27,0,3.12,0,21.33,24.87,23.47,14.09
 72-82,0,0,0,51.9,0.5,0,65.94,2.09,3.04,63.57,19.89,0,0,6.57,0,0,1.12,2.22,3.06,5.79,1320.41,0,71.02,102.49,116.06,0,0,9.5,0,0,0,0,0,4,0,0,8.09,1.44,16.51,57.95,45.96,3.97
 84-94,0,0,0,97.97,0,0,68.57,0.95,5.16,34.92,10.06,1.04,0,12.61,0,0,0.96,6.14,0,39.99,1162.67,0.58,71.13,67.44,70.9,0.62,0,19.17,0,0,2.67,1.4,0,4.07,0,0,0,0,33.41,74.03,47.84,1.89
 96-106,0,0,0,51.19,7.97,0,68.59,0.57,2.65,28.27,12.8,0,0,10.16,0.65,0,3.13,0,0,0.68,992.26,0,37.16,72.33,103.02,0,0.83,4.37,0,4.47,0,0,0,1.27,0,0,3.75,0,31.68,86.04,108.73,11.96
108-118,0,0,0,57.49,0.6,4.57,49.91,0,2.52,20.48,23.06,0,0,4.26,1.42,1.67,3.28,1.42,3.11,7.45,1105.22,1.14,42.91,45.57,107.37,0.46,0,13.65,0,0,1.57,0,0,1.63,0,0,2.77,0.45,33.64,113.53,57.54,4.24
120,0,0,0,40.73,0,0,40.13,0,1.12,9.21,6.86,1.45,0,1.15,0,0,2.23,0,0,14.01,1198.26,0,55.79,34.03,119.34,0,0,8.12,0,31.91,0,0,0,0,0,0,0,0,25.93,189.02,190.84,0
