stage,epidermis,erythrocytes,eye,fin.mesenchyme,glial,gut,liver,mesenchyme,mucous,muscle,neural,periderm,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature
 24-34,1.41,0,132.04,0.8,0,0,0,1.56,0,3.13,33.29,0,0.61,2.57,0,0,0
 36-46,9.79,0,683.58,0.96,0,0,0,1.5,0,1.58,39.8,1,0,5.85,0,0,4.04
 48-58,0,0,361.39,0,0.63,0.91,0,4.04,0,0,33.53,3.43,0,1.48,0,0,0
 60-70,0,0.68,988.31,0,0.86,0,0,1.02,0,0,10.69,0,0,8.67,0,0,0
 72-82,0,3.11,759.9,0,2.17,0,0,11.1,0.52,0,10.92,0,0,3.91,0.67,1.44,0
 84-94,0,4.7,525.56,0,0,0,0,0,0,0,3.09,6.69,0,0,0,0,0
 96-106,0.83,0,216.28,0,0,0,5.51,0.96,0,0,3.32,0,0,0,0,0,0
108-118,1.99,0,263.53,0,1.07,0,0,1.85,0,0,5.69,0,0,0,0,0,0
120,0,0,146.69,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0
