stage,erythrocytes,eye,fast.muscle,immune,neural
  7-9,0,6.32,0,0,0
 10-12,0,0,0,0,3.67
 24-34,0.84,0,0,0,0
 48-58,0,1.99,0,0,0
 72-82,13.1,0,0.82,0,0
 84-94,18.02,0,0,0,0
 96-106,8.01,0,0,0,0
108-118,3.95,0,0,1.4,0
120,19.04,0,0,0,0
