stage,eye,fin_mesenchyme,glial,heart,lateral_line,melanocytes,mesenchyme,neural,notochord,spinal_cord
 14-21,0,0,0,0,0,0,0,0,7.4,0
 24-34,0,0,0,0,0,0,2.14,3.44,0,0
 36-46,0,0,0,0,0,0,0.57,0.78,0.7,0
 48-58,0,0,0,0,0,0.39,0.51,0.54,0,0
 60-70,7.06,0,0,0,0,0,1.49,0,0,0
 72-82,5.8,1.73,0,0,0.99,0,1,5.66,0,2.3
 84-94,0,0,0,0,0,0,2.87,5.52,0,0
 96-106,0,0,1.42,0,0,0,1.2,1.43,0,0
108-118,0,0,0,1.03,0,0,0,2,0,0
120,0,0,0,0,0,0,0,35.49,0,0
