stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,31.85,614.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.26,0,0,0,0,0,0,0,0,0,0
  5-6,11.49,395.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.11,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.7,19.83,0,46.45,0,0,0,64.06,0,0,0,0,11.38,0,0,0,0,0,0,0,0,0,0,0,434.34,16.47,0,0,187.27,0,0,28.79,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,29.68,0,0,0,33.34,0,0,0,0,11.16,0,0,0,0,0,0,0,0,0,0,0,431.3,28.73,0,0,77.89,0,0,4.37,0,12.99,0,0,0,0,0,0,0
 14-21,0,0,1.41,0,29.97,4.94,0,10.11,0,0,4.19,0,0,0,0,0,0,0,0,0,22.25,0,0,11.2,141.21,2.04,1,0.91,3.62,0,0,1.16,12.67,0,5.88,77.96,0,0,6.94,0,0
 24-34,0,0,0,0.76,16.05,2.2,0,15.21,0.93,0,5.23,0.73,0,2.08,0.8,0,0.97,0,0,1.64,53.9,0.7,0,14.08,343.27,1.61,2.51,1.36,0,0,1.75,0,0,0,0.82,66.06,0,0,38.1,0,1.49
 36-46,0,0,0,0,7.77,0,0,29.13,0.68,0,4.57,1.43,0,0.92,2.77,0,1.57,0,0,2.05,31.93,0,0,11.99,495.68,2.83,4.23,0.62,0,0,0.64,0,0,0,0,110.23,0,0,15.88,0,25.21
 48-58,0.77,0,0,0,1.28,0,0,62.72,0,2.11,23.06,0,0,0.88,1.03,0,3.99,0.38,1.42,0.48,36.68,0,0,5.12,585.47,0,0.94,2.1,0,0,1.63,0,0.92,0,0,100.63,0,1.26,6.45,0,18.29
 60-70,0,0,0,0,5.81,2.21,0,146.67,2.32,0,7.36,0,1.77,0,8.27,0,21.43,0,0,1.43,72.32,0,3.48,6.58,678.34,0,0,4.76,0,4.46,2.9,0,0,0,0,123.19,0,0.69,5.73,0,19.26
 72-82,0,0,1.47,0,7.95,4.02,0,120.74,0.55,2.32,17.99,0,0,1.07,2.8,0,11.18,3.3,0,0,70.93,0.56,3.63,6.17,501.11,0,1.03,6.13,0,1.06,0,0,0,0,0,43.67,0.91,1.03,12.19,1.94,7.27
 84-94,0,0,2.87,0,10.17,0,0.87,114.98,1.12,0,8.88,3,0,1.84,13.53,0,19.98,1.38,4.71,0.95,42.81,0,3.08,10.32,303.41,0,0.8,0,0,3.75,3.49,0,0,1.69,0,34.3,0,0.68,6.76,5.58,18.07
 96-106,0,0,1.93,0,5.94,0,0,73.54,0.88,7.39,11.99,2.51,0,5.57,1.45,0,14.26,0,9.59,0.65,61.52,0,1.06,6.01,259.93,0,0.6,1.61,0,7.7,0,0,0,0,0,23.59,0,3.52,16.84,1.81,2.85
108-118,0,0,0.79,0,9.58,0,0,92.36,3.38,5.1,17.19,2.07,0,0.69,7.38,1.01,22.72,0.49,0.48,2.27,51.9,0,8.05,4,363.45,0,5.06,3.22,0,9.28,0.45,0,0,1.37,0,13.12,0.47,2.38,3.79,2.2,2.94
120,0,0,0,0,7.99,0,1.03,35.4,2.58,0,25.58,1.93,0,0,14.7,3.02,19.26,0,0,0,39.62,0,0,15.95,611.92,0,1.11,0,0,6.29,0,0,0,0,0,1.74,0,7.86,22.6,2.7,0
