stage,axial,blastomeres,eye,iridophores,mesenchyme,neural,olfactory,paraxial.mesoderm,periderm,spinal.cord
  3-4,13.45,108.01,0,0,0,0,0,0,0,0
  5-6,0,134.39,0,0,0,0,0,0,39.3,0
  7-9,0,0,0,0,0,6.49,0,5.05,0,0
 14-21,0,0,0,0,0,0,0,0,0,1.12
 36-46,0,0,0,0,0,0,5.91,0,0,0
 48-58,0,0,0,0,0,0,0.78,0,0,0
 60-70,0,0,1.51,0,0,0,0,0,0,0
 72-82,0,0,1.34,0,0.98,0,0,0,0,0
 84-94,0,0,0,0,0,8.82,0,0,0,0
 96-106,0,0,0,0,0,0,2.42,0,0,0
108-118,0,0,0,1.82,0,1.33,0,0,0,0
