stage,epidermis,glial,gut,mesenchyme,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,3.81,0
 24-34,0,0,0,0,1.4,0,0
 36-46,0,0,0,0.72,2.32,0,0.92
 48-58,0,0,0,0,0.97,6.61,0
 60-70,3.44,0,0,0,0,0,0
 72-82,0,0,0,0,2.24,0,6.7
 96-106,0,0,0.62,0,0,0,0
108-118,0,0,0,0,0,0,0.48
120,0,8.9,0,0,11.6,0,0
