stage,axial,blastomeres,eye,mucous,neural,paraxial.mesoderm,periderm,spinal.cord
  3-4,0,30,0,0,0,0,0,0
  5-6,7.22,74.43,0,0,0,0,7.36,0
  7-9,0,0,0,0,25.09,4.63,0,0
 10-12,0,0,0,0,26.28,4.55,0,0
 36-46,0,0,0,0,0.64,0,0,0
 48-58,0,0,0,0,0.5,0,0,2.14
 72-82,0,0,1.02,0,0,0,0,0
 84-94,0,0,0,0,1.48,0,0,0
 96-106,0,0,0,0.81,0,0,3.17,0
