stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,32.37,259.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,290.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.92,4.35,0,16.19,0,0,46.95,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,395.73,23.42,0,0,160.75,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,30.14,0,66.25,0,0,115.93,0,0,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,473.23,21.41,0,0,201.11,0,4.05,5.55,0,20.89,0,3.11,0,0,0,0,0,0
 14-21,0,0,0,0,13.71,1.89,3.81,0,0,0,3.64,1.08,0,0,0,0,0,0,0,0,9.46,0,0,4.53,81.88,0.95,0,0.83,0,0,3.64,0,4.84,0,0.84,8.58,20.08,0,0,1.63,0,0
 24-34,0.88,0,0,0,9.39,0,21.58,0,2.47,0,6.45,0,0,1.54,0,0,0,0,1.4,5.17,21.38,0,0,3.03,149.75,0,0,1.36,0,0,17.09,0,0,1.77,0,2.08,41.08,0,0,8.39,0,3.33
 36-46,0,0,0,0,4.1,0,25.96,0,0,0,3.77,0,0,2.28,0,0,0,0,0,0.91,20.75,6.21,2.33,3.97,185.44,0,0.59,0,0,0,58.88,0,0,0,0,0,34.09,0,0,3.58,0,4.15
 48-58,0,0,0,0,12.21,0,57.58,0.81,0,0.9,14.05,0.38,0,1.78,0,0,4.61,1.46,0.48,6.9,17.52,0,0.83,3.54,157.27,0,1.18,0.44,0,0,28.58,0,0,6.06,2.37,0,37.47,0,0,0.54,0,4.04
 60-70,0,0,0,0,6.4,0,90.48,0,2.58,0.67,30.55,0,0,0,2.8,4.68,0,1.16,0,5.78,31.85,0,0.65,1.37,141.58,0,2.63,0,0,2.69,22.87,0,0,0,0,0,27.85,0,0,2.71,0,6.12
 72-82,0,0,0.69,0,5.11,1.48,55.75,0,2.63,5.3,13.37,1.8,0,1.54,0.79,6.84,4.71,0,0,0,26.55,1,0,1.12,128,0,4.59,1.01,0,0.72,17.6,0,0,0,0,0,15.8,0.74,0.92,4.86,0,1.1
 84-94,0,0,0,0,7.05,3.1,26.33,0,1.81,0,15.26,1.06,0.91,0,2.12,0,0.86,0,0,4.57,19.45,0,3.76,1.2,57.47,0,2.95,2.49,0,0,41.27,0,0,0,0,0,7.87,0,0,2.36,0,6.8
 96-106,0,0,0,0,3.42,9.19,40.52,0,0.63,1.94,15.59,3.2,0,0,2.62,1.05,0,0.64,0,0,14.99,0,0.57,1.33,48.67,0,1.62,1.12,0,0,23.19,0,0,0,0,0,9.49,1.63,0,0,2.26,8.23
108-118,0,0,0,0,21.74,0,54.04,0,1.64,0,6.31,3.37,0,0.69,1.46,3.03,2.56,2.07,0,2.27,37.69,1,0.66,0,101.98,0.67,2.57,3.96,0,0,12.92,0,0,0,0,0,6.9,3.5,1.77,2.89,4.89,17.22
120,0,0,0,0,10.27,0,63.44,0,9.05,19.92,57.62,1.61,0,2.09,10.44,0,0,1.76,0,3.04,43.82,0,1.45,4.34,119.42,10.25,3.27,0,0,0,18.68,0,0,0,0,0,7.34,0,0,11.72,1.96,0
