stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,114.29,2531.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,150.26,2511.78,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.98,0,0,0,31.1,0,14.03,0,0,0,0,0,0,0,0,0,0,0
  7-9,186.14,214.23,0,168.42,0,5.98,0,500.93,0,0,0,0,0,171.34,0,0,0,0,0,0,0,0,0,0,0,3860.96,200.69,0,0,1426.52,0,0,4.3,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,64.55,0,225.81,0,38.91,0,415.98,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,3.87,3983.73,162.61,0,0,1618.93,0,3.81,16.74,0,115.64,0,28.05,18.85,0,0,0,0,0
 14-21,0.89,1.36,3,15.96,251.04,54,0,127.64,0,3.05,0,34.12,15.21,5.23,8.54,0.97,8.42,1.37,0.84,4.21,1.96,107.43,0.83,0,91.48,1268.85,24.9,9.55,15.21,24,0,75.34,0.86,258.48,38.74,71.18,389.3,402.19,0,0,16.8,0,0.98
 24-34,0,0,0.6,8.73,93.78,5.98,0,182.65,6.39,12.28,0.62,40.54,10.15,0.81,13.94,7.67,14.45,1.8,5.79,8.27,8.58,193.28,2.79,1.63,91.94,2298.17,11.17,39.67,26.21,0,0,230.99,0.86,1.58,19.91,17.86,70.55,610.56,0,0,56.18,0,18.56
 36-46,0,0,0.95,0.87,44.23,1.12,0,323.72,24.22,9.46,4.88,78.71,1.87,0,8.37,27.66,9.85,1.95,2.89,0,24.59,168.86,6.25,5.58,48.3,2395.56,19.41,32.69,14.74,0,1.69,296.72,0.81,0,5.1,5.84,2.97,563.49,0,0,29.42,0.78,15.19
 48-58,0,0,0,0.86,30.31,0.56,0,659.74,27.66,3.71,5.47,117.36,1.07,7.16,5.48,17.24,3.83,8.16,4.48,11.45,21.31,223.44,5.12,5.15,50.05,2183.72,6.81,15.22,20.35,0,0,126.32,0,0,3.4,16.49,0,475.07,0,3.63,20.41,0,18.03
 60-70,0,0,0,0.68,59.6,10.53,0,1028.78,27.36,25.39,13.54,90.95,5.6,6.46,11.67,30.23,1.75,9.48,4.52,2.06,7.27,274.85,10.46,14.01,20.77,1998.2,2.91,14.85,27.06,0.81,5.03,136.02,0,0,1.09,9.96,0,296.27,1.46,2.69,23.65,1.85,14.15
 72-82,0,0,8.47,0,39.61,38.82,0,1037.29,12.39,18.06,26.35,140.4,12.95,2.5,8.82,38.87,3.53,13.44,6.32,3.25,4.28,425.06,19.46,25.39,43.09,1609.5,4.08,15.29,42.82,0,3.91,124.93,0,0,6.34,6.14,0,263.96,13.14,4.31,68.28,13.55,37.32
 84-94,0,0,12.31,0,93.87,45.72,2.35,718.26,42.88,19.71,17.86,144.43,29.98,9.65,11.21,54.64,16.1,19.38,19.8,2.38,16.46,347.87,18.13,40.11,35.8,1322.66,1.72,26.98,32.72,0,7.12,368.55,0,0,13.62,19.37,0,200.41,17.73,13.18,43.82,6.37,10.97
 96-106,0,0,5.49,0,102.76,84.96,7.78,715.43,24.72,27.48,17.92,149,44.02,1.06,9.32,71.82,15.71,25.01,25.04,17.4,10.37,418.77,29.1,21.1,43.56,945.67,2.65,31.36,49.24,0,11.86,335.38,0,0,10.25,12.23,0,102,16.32,10.7,90.94,16.13,30.45
108-118,0,0,2.32,0.61,149.48,36.43,5.49,688.11,29.7,51.71,16.23,166.44,41.52,0,6.41,59.62,28.63,34.58,12.08,14.14,12.73,482.34,26.38,16.23,53.7,1456.35,7.43,26.57,65.04,0,17.08,302,0,0,9.26,8.65,0,67.55,25.28,11.59,49.02,14.7,32.13
120,1.12,0,14.64,4.41,204.87,38.05,0,538.12,37.46,32.44,16.84,225.88,73.48,0,21.03,127.82,36.82,44.52,9.46,14.5,0,504.26,8.43,45.65,84.72,1248.49,0,13.26,45.43,0,7.96,257.29,0,0,12.3,10.05,0,45.48,10.49,10.17,59.7,9.4,9.14
