stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,18.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0.86,27.52,6.22,0,27.82,0,0,0,1.25,1.11,2.69,0.81,0,0,0,0,0,0.88,12.82,0,0,10.2,217.32,7.75,2.57,0,2.16,0,3.32,14.01,0,15.3,21.1,69.87,0,0,1.05,0,0
 24-34,0,0,2.88,46.67,6.51,0,119.06,0,4.57,3.47,26.33,0.82,0,2.72,7.74,7.18,0.6,1.01,2.81,10.68,128.28,2.41,2.43,63.61,1409.11,13.69,11.66,8.57,0,0,31.79,3.43,3.1,2.11,37.02,266.2,0,0,30.42,0,22.58
 36-46,0,0,0.84,92.73,10.96,0,369.51,5.99,30.15,7.6,106.04,0.67,0,10.48,2.18,7.87,3.4,2.72,14.4,29.92,231.26,1.42,0.98,68.66,1822.51,22.31,33.9,5.72,0,4.12,103.61,0.86,15.36,0,1.09,447.5,0,0,46.53,0,26.3
 48-58,0,0,0,37.79,9.14,0,590.47,5.44,29,17.44,138.66,5.44,0,8.37,4.22,14.47,2.8,2.58,13.13,20.32,262.2,4.43,4.05,33.02,1543.73,14.06,17.87,9.56,0,5.19,50.23,0,0,7.01,0,317.49,0,0.61,22.32,0,54.47
 60-70,0,0.62,0,86.58,12.48,0,1321.43,3.89,21.32,37.04,230.24,8.13,0,0.95,8.52,2.73,10.3,4.04,12.66,33.78,625.93,10.44,25.35,73.75,2506.88,12.61,9.22,59.78,0,8.63,88.15,0,7.86,2.99,0,349.86,0,13.73,65.83,0.98,60.47
 72-82,0,1.64,0,59.23,73.35,6.35,1091.17,11.8,15.3,51.96,235.72,12.85,0,5.38,28.8,5.68,10.8,21.01,17.34,5,604.77,2.32,13.86,55.94,1744.61,7.41,24.24,24.74,0,3.62,81.49,0,3.18,3.22,0,217.06,12.43,7.13,91.39,22.27,62.73
 84-94,0,3.19,1.81,121.6,40.23,12.5,815,5.55,21.33,31.64,223.69,25.98,3.51,6.23,41.13,12.26,16.76,12.63,11.37,14.21,660.39,16.62,44.5,36.33,1079.94,18.65,14.44,36.27,0,0,191.93,0,5.38,5.52,0,96.74,12.06,12.96,47.36,26.63,41.38
 96-106,0,7.92,0,62.37,37.29,0,737.63,8.2,21.93,30.83,171.9,20.95,0,9.85,6.49,9.39,8.48,13.43,24.33,5.04,443.1,22.97,15.1,37.72,820.34,8.07,14.34,35.24,0,5.07,141.22,0,1.94,7.97,0,40.37,3.18,0.68,65.82,15.99,40.54
108-118,0,4.09,0,172.26,33.09,21.42,550.19,12.16,21.32,21.81,159.13,39.05,0,5.45,31.23,11.42,20.51,18.43,30.34,2.16,538.29,19.19,42.7,56.8,995.33,6.66,20.82,47.97,0,8.43,145.93,0,7.44,0,0,45.42,14.2,10,77.87,13.88,44.72
120,0,6.67,3.17,251.42,37.64,0,566.66,12.47,22.31,58.89,459.2,61.68,0,20.64,119.44,23.97,13.87,8.54,34.94,0,904.11,2.24,62.48,81.14,1973.51,32.32,22.63,92.09,10.96,26.37,133.23,0,5.95,1.32,0,118.4,8.3,28.59,173.91,38.68,18.57
