stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,271.95,4379.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.49,0,0,0,0,0,0,0,0,0,0
  5-6,152.77,3479.56,0,10.68,0,0,0,0,0,0,0,0,0,22.99,0,0,0,0,0,0,0,0,0,0,0,90.02,14.01,0,0,40.16,0,68.13,0,0,0,0,0,0,0,0,0,0
  7-9,30.1,33.93,0,24.91,0,0,0,46.68,0,0,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,680.06,31.68,0,0,164.48,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.28,11.52,0,0,9.27,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,3.03,1.65,0,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,7.41,250.55,0.96,1.55,0,0,0,0,0,2.1,1.14,0.84,37.37,0,0,0,0,0
 24-34,0,0,0,0,3.49,0,0,11.63,0,5.22,0,0,0,0,0.8,0,0,0,0,0,0,2.95,0,0,0,422.42,0,36.94,0.71,0,0,0,0,0.79,0.91,0,123.69,0,0,0,0,0
 36-46,0,0,0,0,0.89,0,0,29.65,0,2.56,0,4.77,0,0,0,0,0,0,3.34,0,8.11,9.37,0,0,1.81,1286.14,0,75.26,1.08,0,0,2.49,0,0,0,0,254.68,0,0,2.96,0,10.4
 48-58,0,0,0,0.43,15.27,0,0,185.73,0,2.76,2.41,43.83,0,0,0.51,5.82,0,26.3,0,0,1.78,21.59,0,4.54,5.45,2357.74,0,55.36,6.39,0,0,4.57,0,0,0,0,344.38,0,0,1.99,0,2.93
 60-70,0,0,0,1.19,5.39,0,0,555.71,9.97,0.99,10.14,106.86,0,0,0,0,0,0,0.61,2.25,0,43.35,0,0,1.3,4772.72,0,50.58,10.5,0,0,24.45,0,0,0,0,415.99,0,0,2.13,0,7.79
 72-82,0,0,0.49,0,20.45,14.11,0,775.06,0,3.9,11.81,190.31,2.1,0,4.35,0,0,0,1.79,2.54,0,98.7,0,10.33,2.58,4894.51,0,87.74,13.4,0,2.12,3.77,0,0,0,0,541.86,2.9,0,17.48,0.76,17.69
 84-94,0,0,1.96,0.73,26.75,3.4,0,783.76,0.69,1.33,4.97,158,1.43,0,3.98,0.81,0.82,6.75,1.05,2.07,0,46.42,0,0,2.22,3407.63,0,85.82,7.75,0,0,13.34,0,0,0,0,238.06,1.79,2.16,6.02,0,14.81
 96-106,0,0,1.78,3.9,32.03,7.49,0,669.95,0.67,1.19,7.93,209.23,1.71,0,0,8.7,0,0.67,1.32,12,7.73,51.92,0,13.52,11.95,3336.72,0,111.95,6.13,0,0,23.28,0,3.37,0.6,0,158.45,0,0.72,20.92,6.58,7.49
108-118,0,0,1,5.58,44.87,10.8,0,846.39,0.46,1.21,15.27,255.79,2.59,0,3.78,0,0.67,2.05,2.88,8.89,0,77.01,0,1.52,4.59,4763.38,0,70.26,9.82,0,0,3.79,0,0.54,0,0,147.78,3.37,0.56,10.47,3.67,3.92
120,0,0,6.23,0,20.43,1.01,13,842.19,0,0,38.67,339.18,6.61,0,0,1.43,0,6.89,0,8,0,49.34,1.49,10.07,23.41,5760.17,0,73.86,3.91,0,0,2.4,2.5,0,0,0,249.31,0,22.37,23.46,7.25,0
