stage,axial,blastomeres,endoderm,eye,hatching.gland,mesenchyme,neural,notochord,paraxial.mesoderm,pronephros,spinal.cord
  3-4,24.14,72.91,0,0,0,0,0,0,0,0,0
  5-6,46.95,27.85,0,0,16.22,0,0,0,7.11,0,0
  7-9,69.26,0,3.54,46.58,37.26,0,216.17,16.82,97.73,0,0
 10-12,0,0,0,26.71,0,0,211.14,3.75,60.01,0,0
 14-21,0,0,0,0,0,0,0,0,0,0.81,1.94
 36-46,0,0,0,0,0,0,1.27,0,0,0,0
 60-70,0,0,0,0,0,0,8.98,0,0,0,0
 72-82,0,0,0,0,0,0.56,0,0,0,0,0
