stage,eye,mesenchyme,neural,spinal_cord
 24-34,0,0,3.64,0
 36-46,0,0,1.12,0
 48-58,0,0,2.99,1.38
 60-70,0.7,0,1.83,0
 72-82,0,0.57,2.12,0
 84-94,0,0,0,6.47
 96-106,0,0,2.42,0
108-118,0,0.43,0,0
