stage,endoderm,eye,neural,olfactory,otic,spinal.cord
 14-21,0,0,0,0,0.88,0
 24-34,1.41,0,0,0,0,1.77
 36-46,0,5.23,1.57,0.92,0,0.81
 48-58,0,1.43,2.2,0,0,3.52
 60-70,0,0.99,7.22,0,0,2.1
 72-82,0,0,1.23,0,0,0
 84-94,0,3.14,7.28,0,0,3.31
 96-106,0,0,0.9,0,0,0
108-118,0,1.54,0.7,0,0,1.42
120,0,0,2.78,0,0,0
