stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,59,220.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,21.08,573.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,24.78,18.17,0,79.88,0,0,0,74.04,0,0,0,0,58.29,0,0,0,0,0,0,0,0,0,0,0,669.43,25.8,0,0,251.83,0,16.43,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,57.49,0,163.29,0,52.26,0,106.11,0,0,0,0,144.84,0,0,0,0,0,0,0,0,0,0,0,1866.22,53.55,0,0,181.4,0,8.23,0,9.11,73.03,0,15.67,0,0,0,0,0,0
 14-21,0,0,0,5.6,38.48,7.1,0,4.06,0,0,0,2.13,0,2.04,0,5.05,0,0,0,0,4.25,0,0,2.57,34.31,0.88,3.04,0.84,2.89,0,5.72,0.91,5.15,5.02,0,6.49,8.4,0,0,0,0,0
 24-34,0,0,0.75,0,22.48,0,0,6.24,1.35,0.62,2.05,1.43,0,0.67,0.62,8.36,0,1.09,0,0,15.77,0.68,0,7.59,44.08,3.61,4.56,5.72,0,0,23.13,0,0,5.42,0,4.21,29.29,0,0,6.75,0,0
 36-46,0,0,0.94,0,6.94,1.33,0,4.59,5.13,1.22,0.79,0,0,0,0,4.01,0,0,0,0,30.71,2.15,0,3.18,41.94,2.08,3.27,2.61,0,0,34.16,0,0,5.56,0,0,12.5,0,0,16.41,0,4.62
 48-58,0,0,0,0,21.33,0,0,22.52,0.39,5.68,7.46,0.91,0.5,0,0,0.82,0,1.07,3.08,3.66,31.8,4.34,0.4,3.99,60.51,0,3.39,6.72,0,0.56,22.44,0,0,8.42,0,0,9.64,0,0,4.07,0,3.7
 60-70,0,0,0,0,15.45,0,0,5.38,8.18,0.59,10.14,6.89,0,0,0,0.72,2.01,1.74,0,1.46,54.44,0,0.89,1.63,35.7,2.15,1.91,5.85,0,0,12.56,0,0,7.72,0,0,4.85,0,2.84,4.5,0,0
 72-82,0,0,1.46,0.56,13.4,0,1.04,12.04,0,8.44,31.82,28.28,0,0.86,0.55,1.02,0,5.93,4.11,3.37,95.67,0.55,2.45,5.14,25.16,0.53,7.49,2.46,0,1.67,8.77,0,0,5.57,0,0,2.06,1.01,0.99,5.32,6.56,0
 84-94,0,0,4.91,0,28.9,0,0,13.5,4.56,1.85,13.69,45.5,0,2.51,3.8,1.19,0,0,7.44,3.77,56.57,2.58,0,4.4,21.77,4.92,14.83,2.01,0,0.83,21,0,0,6.9,0,0,0,6.36,2.28,7.95,2.18,7.71
 96-106,0,0,5.04,0,21.66,0,1.19,4.89,2.12,7.6,14.27,63.94,0,1.55,0.63,0.7,0,9.2,6.38,0,47.71,2.88,0.68,3.97,15.5,0,11.39,6.82,0,0,10.06,0,0,2.34,0,0,0.66,0.79,0.89,6.03,0,0
108-118,0,0,0.8,0,17.35,0,12.77,7.01,5.58,3.77,13.52,94.66,0,1.37,1.12,6.72,3.76,4,11.82,4.28,63.5,0,2.62,4.34,35.07,0,1.61,2.39,0,0.86,4.97,0,0,3.44,0.46,0,6.02,3.51,1.31,38.2,1.82,2.82
120,0,0,0,0,57.92,0,0,41.31,2.36,0,30.16,109.57,0,0,8.42,7.85,3.19,13.5,9.43,0,27.02,0,2.47,3.16,68.81,0,22.02,11.68,0,0,12.3,0,0,3.84,0,0,0,0,0,5.7,1.45,0
