stage,blastomeres,epidermis,eye,fin.mesenchyme,mesenchyme,muscle,neural,spinal.cord
  5-6,30.25,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.43,0
 14-21,0,0,0,0,0.89,0,1.99,0
 24-34,0,1.29,0,0,1.24,0,4.61,1.09
 36-46,0,0,1.27,0,0,0,2.21,2.29
 48-58,0,0,1.23,0,0,1.18,0.56,0
 60-70,0,0,0,0,12.22,0,1.58,0
 72-82,0,0,0.7,0,20.83,0,5.44,0
 84-94,0,0,0.63,2.76,11.66,3.59,0.83,0
 96-106,0,0,3.11,0,35.64,1.82,0,0
108-118,0,0.43,0,4.21,48.25,2.29,2.71,0
120,0,0,1.21,0,33.36,1.25,1.98,0
