stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,27.38,210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.92,0,0,0,0,0,0,0,0,0,0
  5-6,7.26,249.11,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.33,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.16,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.85,0,0,0,16.26,0,35.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,11.22,0,0,0,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.5,7.13,0,0,17.39,0,72.61,0,0,3.69,0,0,0,0,0,0,0
 14-21,0,0,0,1.07,6.95,0,0,0,0,0,0,4.29,0,0,0,0,3.47,0,0,0,0,5.03,2.19,0,2.16,22.74,0,0,0,1.02,0,1251.22,0,0.88,0.84,2.92,3.72,0,0,1.23,0,0
 24-34,0,0,0,0,7.54,2.27,0,7.66,0,4.84,0,0.89,0.63,0,0,0.87,11.62,0,2.59,1.16,0,8.24,21,0,2.63,165.5,1.37,16.23,0.63,0,0,2929.95,0,0,0,3.43,9.8,0,0,0,0,0.89
 36-46,0,0,0,0,3.93,0,0,6.05,4.94,13.54,0,1.64,1.73,5.24,0,0,16.93,0,8.41,0.57,0,9.89,15.37,0,0.93,80.99,0,4.93,0,0,0,3282.53,0,0,0,0,9.61,0,0,0,0,0
 48-58,0,0,0,0,35.52,0,0,31.61,0.82,35.28,0,5.96,2.85,11.24,0.6,0,16.85,51.73,5.6,0.63,12.59,9.57,30.98,0,2.28,108.68,0,9.86,8.56,0,0,2992.33,0,0,2.22,0,19.37,0,0,0,0,0.63
 60-70,0,0,0,0,38.68,0,0,39.44,0,43.16,0.62,3.23,0,3.26,0,0,14.51,909.06,20.31,0,0,22.46,12.4,0,0,102.86,2,16.66,0,0,0,2379.98,0,0,0.57,0,7.75,1.44,0,0,0,3.54
 72-82,0,0,0,0,126.71,1.39,0,66.6,0,38.62,7.68,10.23,32.29,5.65,0,3.79,51.38,1550.65,32.1,3.3,0,31.63,28.2,0.98,0.82,178.49,8.67,16.26,0,0,0,2322.32,0,0,0,0,5.49,13.23,0,3.06,2.54,9.2
 84-94,0,0,0,0,212.57,21.03,2.96,45.47,1.92,128.28,0,12.73,17.4,7.08,0,0.61,91.87,552.58,29.49,1.61,0,11.55,37.19,0,3.3,53.64,0.79,68.99,0.79,0,0.57,6023.37,0,0,0,0,11.79,20.24,0,0,0,12.94
 96-106,0,0,0,0,527.79,24.22,0.97,72.62,0,169.04,2.3,8.24,46.43,0,5.27,2.61,188.8,478.37,96.85,11.32,0,27.3,65.68,0.66,6.27,169.28,0,73.68,7.16,0,0,6217.93,0,0,0,0,6.32,106.98,1.2,4.64,4.98,11.42
108-118,0,0,0,0,598.61,5.27,1.51,42.93,0.76,337.73,10.71,19.43,78.99,0,0,2.65,252.03,528.43,110.79,9.86,0,32.13,117.62,0.97,3.64,182.92,0.67,73.29,2.32,0,2.06,7132.22,0,0,0,0,4.23,148.77,0,2.74,2.86,8.09
120,0,0,1.73,0,711.09,9.25,0,37.85,1.14,256.14,0,17.6,30.69,0,0,0,164.14,87.89,155.96,1.58,0,50.8,47.07,0,3.07,184.19,0,74.91,0,0,0,4982.96,2.3,0,0,0,2.39,74.55,0,0,0,3.85
