stage,eye,mesenchyme,neural,olfactory,spinal.cord
 14-21,0,0,1.17,0,0.87
 36-46,0,0.79,0,0,0
 84-94,0,0,0,21.59,0
 96-106,1.74,0,0,14.38,0
108-118,0.63,0,0,8.51,0
120,0,0,0,34.36,0
