stage,blastomeres,eye,glial,mesenchyme,mural.cell,neural,olfactory,periderm,spinal.cord
  5-6,25.01,0,0,0,0,0,0,6.16,0
 36-46,0,0,0,0,0,14.35,0,0,0
 48-58,0,0,0,1.06,0,0,0,4.35,0.7
 72-82,0,0,2.45,0,1.21,2.02,0.87,0,0
 84-94,0,0,0.95,0,0,2.12,0,0,0
 96-106,0,0,0,0,0,0,0,2.22,0
108-118,0,3.67,0.71,0,0,4.41,0,0.86,0
120,0,0,2.34,0,0,0,0,3.41,0
