stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,202.69,6006.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.04,0,0,0,0,0,0,0,0,0,0,0
  5-6,511.62,5689.57,0,9.08,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,354.97,13.91,0,0,17.24,0,66.12,0,0,0,0,0,0,0,0,0,0,0
  7-9,76.31,10.75,0,21.81,0,0,0,68.57,0,0,0,0,0,33.06,0,0,0,0,0,0,0,0,0,0,0,714.98,36.78,0,0,334.38,0,0,287.31,0,0,0,0,0,0,0,0,0,0
 10-12,0,71.96,0,102.63,0,10.76,0,94.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.53,61.25,0,0,1195.44,0,0,243.74,8.38,24.65,0,16.36,3.28,0,0,0,0,0
 14-21,0,2.8,2.79,1.35,67.36,14.42,0,37.18,0,1.84,0,12.92,3.12,3.59,2.14,0,4.02,0.87,0.84,4.15,1.87,28.5,0,0,17.1,441.22,13.52,1.87,5.29,15.04,0,2.44,39.55,540.7,7.73,14.2,372.64,185.51,0,0,15.92,0,1.1
 24-34,0,0,0,1.51,76.66,7.35,0,202.99,0,11.62,2.52,39.01,1.71,2.09,4.32,5.26,16.39,0,12.8,3.71,0.69,92.3,3.98,1.63,52.4,2578.36,13.42,30.07,20.82,0,1.61,17.59,1.72,5.82,8.28,4.25,53.9,620.05,0,0,113.77,0,7.1
 36-46,0,0,0,0,34.82,5,0,1057.65,0,3.57,8.49,170.07,2.14,0,10.95,0.69,8.95,4.29,17.56,0.57,2.76,148.19,1.35,2.33,31.13,2799.71,6.97,12.1,13.26,0,0,23.9,5.09,1.5,5.52,3.87,1.34,747.15,0,0,32.23,0,32.11
 48-58,0,0,0,0,51.32,12.3,0,2557.66,2.18,15.46,9.52,201.63,0.9,1.68,10.37,6.68,1.26,5.35,9.84,9.91,3.05,148.19,3.37,10.11,33.62,2195.68,0.8,9.68,9.14,0,0,12.59,1.21,0,2.6,1.71,0,584.88,0,1.11,25.91,0,27.31
 60-70,2.52,0,0,0,31.5,15.41,0,4801.13,0,6.29,3.18,135.24,4.39,0,3.28,5.04,2.55,7.75,2.2,7.2,0,202.35,0.85,10.34,29.33,1820.64,6.46,8.38,7.03,0,0,4.27,1.49,0,0.93,1.29,0,311.69,3.44,4.07,19.59,2.19,7.31
 72-82,0,0,0.5,0,37.55,110.27,0,4160.63,1.01,7.7,15.52,154.69,5.31,0.59,5.66,13.96,4.11,14.68,5.87,10.14,5.26,372.15,6.5,8.54,32.59,1725.18,0,19.55,19.92,0,0.77,27.11,0.85,0,0.68,3.03,0,316.16,6.74,5.85,47.53,11.3,26.32
 84-94,0,0,0,0,52.55,221.22,10.69,3044.56,1.38,7.2,24.87,149.48,8.27,1.06,4.52,23.71,14.53,2.21,18.3,0.83,0,390.52,0,14.58,28.58,1346.57,0.99,32.84,31.91,0,0.57,48.79,0,0,7.95,0.69,0,178.13,5.18,19.42,46.18,14.94,5.01
 96-106,0,0,2.5,0,90.58,357.53,3.46,3271.84,6.3,14.04,11.53,298.07,29.49,0,4.78,35.67,10.74,7.59,20.01,40.64,3.34,421.47,10.45,12.26,24.18,1388,5.65,46.86,29.37,0,12.99,54.19,2.06,0,0.69,0,0,127.27,16.78,8.94,68.49,17.35,32.28
108-118,0,0,3.2,0,114.46,200.47,8.9,3441.35,5.24,18.14,19.52,265.29,24.62,0,7.29,33.88,22.31,34.13,37.05,14.6,5.63,453.29,8.12,17.43,39.68,2478.64,2.89,35.86,46.26,0,9.37,78.16,0.42,0,7.29,0.55,0,121.57,14.54,25.97,46.2,18.54,20.76
120,2.37,0,5.13,3.17,176.94,195.4,7.75,2481.88,6.39,63.12,13.26,214.62,40.05,0,0,75.4,8.75,12.21,8.7,11.85,0,569.39,17.68,20.18,49.46,3063.55,8.81,27.83,35.96,0,17.39,132.75,0,0,6.17,0,0,103,7.87,11.93,55.39,49.75,2.33
