stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1097.27,1304.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,3742.16,5336.17,0,171.96,0,0,0,0,0,0,0,0,1283.64,0,0,0,0,0,0,0,0,0,0,0,2409.62,16.79,0,0,174.88,0,31.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,1246.52,142.37,0,833.95,0,0,45.45,0,0,0,0,0,2538.83,0,0,0,0,0,0,0,0,0,0,0,1041.42,1356.43,0,0,6577.33,0,0,119.48,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,234.69,0,312.39,0,21.91,29.55,0,0,0,0,0,90.77,0,0,0,0,0,0,0,0,0,0,0,792.22,1717.97,0,0,6668.19,0,6.59,34.12,19.38,659.13,0,30.54,0,0,0,0,0,0
 14-21,0,9.3,0,12.59,106.88,118.28,4.84,0,9.16,0,0.88,9.01,4.91,0.89,0,0.91,0,0,0,0,315.68,0,0,170.59,686.28,854.72,0,0.97,49.73,0,10.39,0,2825.05,1.63,129.76,677.54,188.89,0,0,4.91,0,0
 24-34,0.88,0,0.67,8.64,139.31,14.18,56.68,0,35.02,6.87,11.15,2.66,0,20.65,1.02,0,0,0,13.36,0,456.72,2.79,0,94.77,1319.13,1054.89,1.61,6.48,0,0.99,33.26,0,4.34,6.59,84.9,186.26,110.7,0,0,91.22,0,0.78
 36-46,0,0,0,0,90.23,1.32,58.87,1.77,26.9,14.89,33.86,2.94,0,33.77,0,0,0.56,0,6.2,0,885.79,0.98,5.28,137.98,1027.24,1024.16,0.56,2.9,0,0,61.82,0,0,2.83,43.57,0,86.83,0,20.34,105.41,0,0
 48-58,1.16,0,0,1.48,73.81,0,165.34,7.5,25.76,49.12,137.39,3.33,3.02,7.06,2.89,0,3.8,0.38,4.67,1.41,1095.49,5.94,0,95.13,796.04,610.04,1.14,7.19,0,0.85,18.79,0,0,8.02,37.91,0,69.89,0,9.07,32.9,0.81,5.97
 60-70,1.77,0,0,0,64.79,0,545.34,17.15,17.61,57.73,242.48,5.88,0,9.83,0,0.67,0,0,0,0,1806.39,17.31,4.91,114.11,670.51,247.38,1.79,19.1,0,11.12,13.55,0,0,2.62,22.5,0,84.86,0,10.48,20.34,8.14,0
 72-82,0,0,2.41,0,71.48,4.16,1135.51,7.7,19.64,135.41,280.13,9.19,0,16.04,0,2,2.71,0.69,2.95,0,2382.11,14.63,24.69,176.76,592.96,102.38,1.13,21.1,0,9.56,5.04,0,0,3.41,5.81,0,76.52,0,51.24,19.54,11.49,6.76
 84-94,0,0,1.23,0.89,132.85,0.64,817.16,13.86,42.16,101.74,187.31,14.4,0,20.3,1.3,1.5,0,0.66,2.67,5.72,2240.89,14.58,45.94,124.17,469.1,112.92,3.82,16.42,0,9.8,24.08,0,0,4.71,4.61,0,42.81,0,22.36,15.98,13.66,0
 96-106,0,0,7.84,1.03,166.1,10.76,1008.89,25.11,22.91,108.74,318.66,13.46,0,7.17,5.51,6.25,1.84,6.77,5.7,0.63,2200.28,21.82,123.44,135.23,529.96,62.39,1.76,30.32,0,3.1,15.47,0,0,4.15,3.89,0,71.31,0,60.69,29.13,24.82,0
108-118,1.51,0,1.88,1.08,198.01,0,946.7,14.29,71.61,113.7,362.23,12.37,2.74,7.55,6.76,2.06,3.97,0.86,4.38,0,2847.23,9.67,110.73,127.69,663.46,70.16,1.67,35.8,0,23.17,18.73,0,0,6.83,9.23,0,17.91,4.77,63.74,15.17,15.71,4.66
120,0,0,0,0,238.75,4.56,746.44,23.53,61.57,57.83,294.48,5.3,0,14.68,5.4,1.65,0,0,5.22,0,2533.11,12.04,81.94,112.08,542.64,123.54,0,38.01,0,27.5,11.26,0,0,7.37,1.52,0,27.32,0,33.08,27.11,3.15,0
