stage,blastomeres,eye,neural,pgc
  5-6,8.17,0,0,0
  7-9,0,0,14.42,0
 14-21,0,0,1.71,0
 24-34,0,0,3.02,0
 36-46,0,0,2.61,0.81
 48-58,0,0.58,7.45,0
 60-70,0,1.46,1.89,0
 72-82,0,1.23,6.85,0
 84-94,0,0.84,0,0
 96-106,0,0,2.36,0
108-118,0,0,2.45,0
