stage,epidermis,glial,neural
 14-21,0,0,4.42
 24-34,0,0,3.9
 36-46,0,0,12.13
 48-58,0,0,1.63
 60-70,0,0,4.24
 72-82,0,0,1.95
120,1.16,5.15,0
