stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,12.63,954.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.75,0,0,0,0,0,0,0,0,0,0
  5-6,27.76,555.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.41,21.3,0,39.1,0,0,0,33.23,0,0,0,0,0,63.15,0,0,0,0,0,0,0,0,0,0,0,732.09,10.24,0,0,175.7,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.93,0,75.98,0,5.1,0,97.61,0,0,0,0,0,32.58,0,0,0,0,0,0,0,0,0,0,0,680.75,18.18,0,0,245.38,0,0,0,32.97,0,7.77,10.18,0,0,0,0,0
 14-21,0,0,1.24,0,19.07,1.89,0,5.84,0,0,0,5.13,1.33,0,0,0,5.69,0,0,0,8.88,5.39,0,0,7.64,130.56,2.21,1,4.86,7.44,0,3.68,14.68,0,0,12.92,43.22,0,0,0,0,0
 24-34,0,0,0,1.03,7.05,0.81,0,25.73,0,0.75,0.71,6.09,1.93,0.76,0,0,0.62,0,2.17,0,0,22.71,0,0,14.74,392.1,4.57,5.4,1.56,0,0.99,1.02,2.33,2.31,1.9,2.21,81.91,0,0,4.25,0,0
 36-46,0,0,0,0,2.61,1.11,0,87.14,1.88,0,0.63,15.88,0.58,0,0,2.1,0,0,1.62,0,0,30.94,0,1.62,9.56,596.69,0.57,8.41,0.58,0,0.77,1.13,0,0.62,0,0,117.04,0,0,7.11,0,0
 48-58,0,0,0,0,0.39,0,0,123.46,0,0,0.39,27.77,0,0,0.44,0.64,0,0,0.44,0,0.41,29.77,0,3.24,6.44,429.38,0,2.42,1.23,0,0,3.27,0,2.01,0,0,90.19,0,0,1.46,0,5.04
 60-70,0,0,0.89,0,5.09,1.02,0,313.51,0,0,1.86,30.87,1.71,0,0,0.57,0,0,0,0,0,51.08,0,0,2.51,565.64,0,2.65,1.24,0,3.25,1.59,0,0,1.01,0,66.94,2.51,3.43,8.15,0,0
 72-82,0,0,0.58,0,6.61,3.77,0,198.56,0,0,0,24.23,1.88,0,3.34,2.55,0.75,0,0.81,0,1.89,52.51,0,1.76,3.68,388.42,0,2.1,1.89,0,0,1.29,0,0,0,0,21.66,0,1.19,1.56,0,0
 84-94,0,0,0,1,2.77,4.3,0.59,155.16,0.67,0,2.22,27.28,0,0,0,2.96,2.17,0.71,3.59,1.46,0,41.54,0,2.05,0.66,221.46,0,18.02,0,0,0,21.58,0,0,0,0,15.56,0,1.04,4.94,2.23,0
 96-106,0,0,0.63,0,9.22,4.5,0,180.97,0,2.44,2.5,10.39,1.41,0,1.98,0.62,0.92,0,1.64,0,0,43.82,0,1.91,6.52,183.39,0.58,2.61,3.36,0,0,13.51,0,1.05,0,0,8.44,0,2.46,6.19,1.66,9.32
108-118,0,0,0,0,8.77,4.34,3.06,89.95,0,1.42,0,30.05,4.45,0,0.69,6.95,0,3.54,1.07,0.48,0,27.57,1.52,2.52,1.85,270.05,0.44,7.59,1.3,0,0,15.02,0,0,0,0,11.87,0.41,1.8,1.91,0,1.99
120,0,0,0,0,7.15,15.08,0,85.23,0,0,19.92,28.46,0,0,3.65,0,0,0,10.58,0,0,46.17,0,14.27,2.53,352.18,0,0,11.57,0,0,23.79,0,0,0,0,14.42,0,0,1.76,0,0
