stage,epidermis,erythrocytes,eye,glial,immune,ionocyte,mucous,neural,somites,spinal.cord
 10-12,0,0,3.19,0,0,0,0,24.76,0,0
 14-21,0,0,0,0,0,0.96,0,0,0,0.91
 24-34,0,0,0,0,0,0,0,0,0.74,0
 36-46,0.65,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0.58,0,0.59,0,0,0
 60-70,0,0,0,0,0,0,0,3.53,0,0
 72-82,0,2.03,0,3.54,0.61,0,1.05,0,0,0
 84-94,0,0,0,0,3.96,0,1.13,0,0,0
 96-106,0,0,0,0,3.42,0,3.07,0,0,0
108-118,1.14,0,0,0,4.15,0,6.37,1.17,0,0
120,0,0,0,0,9.69,0,0,4.98,0,0
