stage,blastomeres,epidermis,erythrocytes,glial,ionocyte,muscle,neural,olfactory,paraxial_mesoderm,pronephros,spinal_cord
  3-4,41.3,0,0,0,0,0,0,0,0,0,0
  5-6,7.25,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,3.99,0,0
 10-12,0,0,0,0,0,0,0,0,14.69,5.44,0
 24-34,0,2.72,0,0,0,0,0,0,0,0,0.76
 36-46,0,0,6.59,0,0,0,1.23,0,0,0,0
 48-58,0,0,0,3.96,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,5.61,0,0,0,0,0
108-118,0,0,0,0,0.8,0,0,1.69,0,0,0
