stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,120.53,5424.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3862.62,0,0,0,0,0,0,0,0,0,0,0
  5-6,220.01,2692.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.42,0,0,0,19.3,0,6282.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.87,12.92,0,227.09,0,0,0,34.95,0,0,0,0,53.69,0,0,0,0,0,0,0,0,0,0,0,520.52,39.99,0,0,78.9,0,1315,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.22,0,59.15,0,0,0,35.97,0,0,0,0,806.55,0,0,0,0,0,0,0,0,0,0,0,1021.16,414.38,0,0,82.64,0,282.66,5.85,0,44.33,0,7.74,0,0,0,0,0,0
 14-21,0.93,0,2.62,4.36,266.47,4.45,0,7.06,3.22,0,0,6.31,185.81,0,0,26.11,0,0,0,0,7.46,3.68,0,2.73,16.52,204.49,0,1.19,0,0,437.36,0,6.35,4.47,0,3.77,12.32,0,0,9.51,0,0
 24-34,0,0,1.41,0,118.98,0,0,11.81,20.78,0,1,4.85,16.8,0.76,1.85,43.22,0,2.65,5.29,0,12.95,64.65,0,1.92,77.44,16.92,6.63,17.35,0,0,487.03,0,0,11.71,0.67,0,1.65,0,0,21.76,0,0
 36-46,0,0,0,0,82.23,0,0,3.67,17.66,3.72,1,0.72,0.76,0,3.44,13.85,0,5.25,0,0,8.18,41.77,0,6.55,88.31,21.42,7.91,19.82,0,0,692.92,0,0,2.64,0,0,5.85,0,0,16.2,0,1.74
 48-58,0,0,1.9,0.43,44.61,0,0,9.57,12.84,3.24,4.19,2.4,3.04,0,6.46,5.14,0,6.32,0.39,4.77,30.06,30.7,0,2.73,38.41,22.97,3.35,18.89,0,0,436.23,0,0,5.08,0,0,7.14,0,0,3,0,5.62
 60-70,0,0,0.82,0,31.89,0,0,15.24,17.1,0,0.76,21.13,0,0,0,10.05,0,3.15,9.93,0,105.11,23.57,0,0.59,55.23,5.72,3.73,26.6,0,0,228.54,0.64,0,0,0,0,2.08,5.81,0,6.43,0,0
 72-82,0,0,7.67,0,28.58,0.96,0,12.09,9.58,2.04,5.84,38.02,0.49,0,1.81,4.28,0,20.29,17.01,0,146.46,38.83,2.72,4.31,21.13,5.44,3.11,29.81,0,0.72,165.84,0,0,0.62,0,0,0.81,9.21,0,10.86,1.66,0
 84-94,0,0,15.14,0,113.38,0,3.64,12.98,14.8,1.38,0,78.94,0.71,0,7.41,15.46,0,20.8,28.69,0,194.19,55.05,0.65,2.87,54.3,11.73,7.95,46.91,0,0,529.08,0,0,2.64,0,0,4.66,26.39,1.22,20.23,1.17,0
 96-106,0,0,6.77,0,104.06,1.53,8.21,35.5,9.37,0,4.24,75.26,0,1.64,8.62,18.95,0,31.61,14.74,0,79.87,26.56,4.17,1.29,54.76,1.51,20.49,38.42,0,0,261.06,0,0,2.17,0,0,1.95,29.83,1.15,14.24,5.07,6.49
108-118,0,0,6.34,0,101.42,0,33.99,20.52,10.82,4.07,10.78,72.05,0,0,3.57,5.75,0.43,26.35,20.55,0,51.99,16.92,0,1.41,33.56,2.68,4.08,33.81,0,0,227.47,0,0,1.11,0,0,0,14.41,0,19.92,0,0
120,0,0,2.44,0,119.29,0,8.74,12.93,22.89,1.98,0,75.21,0,0,9.41,9.86,0,17.91,0,0,34.13,4.64,0,0,34.69,4.55,13.63,18.63,0,0,144.08,0,0,2.28,0,0,0,10.7,0,8.47,0,0
