stage,endocrine.pancreas,eye,glial,mesenchyme,neural,spinal.cord
 24-34,0.81,0,0,0,0,0
 36-46,0,0,0,0,2.56,2.42
 48-58,0,0,5.07,0,2.85,0
 60-70,0,1.87,0,0,5.6,0
 72-82,0,6.44,0,0,2.27,0
 84-94,0.74,2.42,0,0,0,0
 96-106,0,2.25,0,0.65,1.32,0
108-118,0,19.7,0,0,5.74,0
120,0,0,24,0,0,0
