stage,erythrocytes,gut,immune,melanocytes,mesenchyme,neural,periderm,vasculature
  3-4,0,0,0,0,0,0,11.94,0
 24-34,0,0,0,0,0,0.63,0,0
 60-70,0,0,0,0,0,1,0,1.82
 72-82,0,1.16,11.43,0.6,0,0,0,0
 84-94,0,0,1.85,0,0,0,0,0
 96-106,4.21,0,12.74,0,14.11,0,0,0
108-118,0,3.27,8.9,0,0,0,0,0
120,0,2.19,10.6,0,0,0,0,0
