stage,epidermis,erythrocytes,fin.epithelia,glial,hatching.gland,immune,muscle,neural,spinal.cord,xanthophores
 24-34,0,0,0,0,0,0,1.37,0,0.94,0
 48-58,0.4,0.96,0,0,2.63,0,0,0.55,0,0
 60-70,0,0,0.87,1.13,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,1.51,0,0
 84-94,0,0,0,0,0,0,0,1.06,0,0
 96-106,0.64,0,0,0,0,0.8,0,0,0,0
108-118,3,0.46,0.72,0,0,0.73,0,0,0,0.45
