stage,epidermis,eye,fin.epithelia,glial,gut,mesenchyme,neural,olfactory,otic,periderm,spinal.cord
 14-21,0,0,0,0,0,0,1.25,0,0,0,0.81
 24-34,0,0,0,0,0,0,1.46,0,0,0,1.88
 36-46,0,0,0,0,0,0,1.9,0,0,0,0
 48-58,0,1.05,0,1.47,0,0,3.32,0.5,0,0,0.53
 60-70,0,4.4,0,0,0,11.48,0.92,0,0,0,0
 72-82,1.59,0.85,4.39,0.89,0.69,0,1.66,0,0.95,0,7.45
 84-94,0,2.67,0,0,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,1.84,6.59,0,1.74,0,0
108-118,0.45,4.07,0,0.76,0,0,1.66,0.57,0,0.46,0
120,1.56,0,0,0,0,0,6.66,0,0,0,0
