stage,epidermis,glial,gut,immune,mesenchyme,olfactory,periderm,taste,vasculature
 24-34,0.66,0,0,0,0,0,2.11,0,0
 36-46,0,0,0,0.89,0,0,0.58,0,0
 48-58,0,0.88,0,0,0,0,0.54,0,0
 60-70,0.76,0,0,0,0,0,0,0,0
 72-82,0,0.7,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0,1.64,0,0
 96-106,0,0,0,0,0.74,29.23,7.28,0,0
108-118,0,0,0.49,0,0,0,8.18,0,0.78
120,1.97,0,0,0,0,137.81,7.9,2.83,0
