stage,axial,blastomeres,endoderm,epidermis,neural,notochord,olfactory,paraxial.mesoderm,presomitic.mesoderm,spinal.cord
  3-4,0,52.08,0,0,0,0,0,0,0,0
  5-6,0,54.46,0,0,0,0,0,0,0,0
  7-9,14.97,0,3.48,0,51.56,26.08,0,49.15,0,0
 10-12,0,0,5.95,0,4.1,4.45,0,7.69,0,0
 14-21,0,0,0,0.87,2.24,1.25,0,0,2.82,0
 36-46,0,0,0,0,2.04,0,0,0,0,2.22
 48-58,0,0,0,0,0,0,3.99,0,0,0
108-118,0,0,0,0,0,0,0.42,0,0,0
120,0,0,0,0,0,0,4.24,0,0,0
