stage,epidermis,eye,mesenchyme,mural.cell,neural,spinal.cord
 24-34,0,0,0,0,1.15,0
 36-46,0,0,0,0,8.59,0.8
 48-58,3.07,0,1.04,0,20.16,0
 60-70,0,13.09,0,0,47.67,6.36
 72-82,0,15.67,0,0,59.1,0
 84-94,0,13.65,0,5.39,26.76,0
 96-106,0,4.83,0,0,35.65,0
108-118,0,11.2,0,5.54,65.48,0
120,9.25,20.49,0,0,91,0
