stage,blastomeres,endocrine_pancreas,epidermis,eye,neural,spinal_cord,vasculature,xanthophores
  3-4,9.61,0,0,0,0,0,0,0
 14-21,0,0,0,0,2.41,0,0,0
 24-34,0,0,0,0,0,1.16,0,0
 36-46,0,0,0,0,5.8,0.63,0,0
 48-58,0,0,0,4.8,11.48,0.82,0,0
 60-70,0,0,4.07,0,8.29,2.37,0,0
 72-82,0,0,0.77,1.22,7.34,1.68,0,0
 84-94,0,2.22,0,0,1.98,0,3.21,1.5
 96-106,0,0,0,4.41,0,0,0,0
108-118,0,0,0,4.41,8.82,2.76,0,0
120,0,0,7.1,10.07,7.16,0,0,0
