stage,epidermis,eye,fin_epithelia,fin_mesenchyme,mesenchyme,neural,periderm,somites
 14-21,0,0,0,0,0,0,3.9,0.99
 24-34,0,0,0,0,0,1.36,0.77,0
 36-46,0,0,0,0,0,0,1.71,0
 48-58,0,3.87,0,0.37,0,0,1.51,0
 60-70,0,0,0,0,0.98,0,1.9,0
 72-82,0,0,0,0,0,0.77,0,0
 84-94,0.89,0,0,0,0,0,3.85,0
 96-106,0,1.67,0,0,0,0,0,0
108-118,0,1.52,0.59,0,0,0,0,0
