stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,162.02,2299.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.97,0,0,0,0,0,0,0,0,0,0,0
  5-6,204.09,4184.89,0,16.81,0,0,0,0,0,0,0,0,0,59.23,0,0,0,0,0,0,0,0,0,0,0,112.19,17.23,0,0,55.13,0,118.73,0,0,0,0,0,0,0,0,0,0,0
  7-9,184.19,140.44,0,112.01,0,5.98,0,237.21,0,0,0,0,0,202.96,0,0,0,0,0,0,0,0,0,0,0,2027.42,108.86,0,0,892.89,0,15.29,46.44,0,0,0,0,0,0,0,0,0,0
 10-12,0,49.09,0,69.74,0,0,0,91.35,0,0,0,0,0,95.32,0,0,0,0,0,5.32,0,0,0,0,0,1160.93,111.28,0,0,502.62,0,4.05,50.22,0,43.3,0,5.74,0,0,0,0,0,0
 14-21,0,0,2.83,10.04,120.3,32.75,0,51.95,0,0.87,0,10.23,1.93,3.11,0.85,0,8.03,1.87,0,4.06,1.96,84.82,1.09,0,61.99,410.63,23.75,2.1,1.76,6.89,0,7.47,0,116.27,3.85,3.22,93.64,170.3,0,0,5.71,0,1.87
 24-34,0,0,1.55,2.75,25.59,0.69,0,47.96,17.52,0.61,3.97,14.55,0,2.16,1.74,0,14.79,1.32,2.52,3.51,0.67,76.61,0.87,0,35.47,475.52,5.72,8.56,8.53,0,0,50.58,0,0,5.76,4.35,10.7,122.27,0,0,31.76,0,12.27
 36-46,0,0,0,0,11.4,0,0,73.42,2.99,0.63,5.26,23.92,1.54,0,1.67,6.84,2.34,6.72,3.02,0.83,0.58,101.18,1.29,2.06,27.08,435.45,6.73,8.61,20.3,0,0,64.98,0.81,0,4.15,0.66,0,169.05,0,1.37,19.86,0,27.11
 48-58,0,0,0,0,10.93,2.97,0,115.4,0.58,3.29,11.1,21.89,0.41,12.4,2.17,9.25,1.15,0,1.43,0,4.53,118.02,3.15,4.4,16.6,265.69,2.82,15.79,2.6,0,1.4,36.57,0,0,0.4,0.62,0,68.6,0,1.5,17.07,0,24.17
 60-70,0,0,0,0,32.68,0.81,0,174.77,1.24,4.69,1.03,40.7,0,5.11,0.6,2.52,9.93,6.25,3.41,0,0,178.55,1.99,13.59,17.15,238.86,2.17,2.2,4.02,0,0.63,47.05,0,0,3.12,3.27,0,28.75,0,1.29,19.24,1.25,9.21
 72-82,0,0,0,0,12.71,15.18,0,112.83,3.68,2.59,6.07,42,2.5,0.52,3.92,10.58,2.69,4.92,1.96,0,0,146.36,0.75,5.51,16.63,197.85,0.52,3.26,5,0,0.77,33.66,0,0,1.24,0,0,20.36,0.95,5.99,43.11,4.45,9.38
 84-94,0,0,1.05,0,19.44,32.14,2.96,130.85,0,2.49,6.49,25.03,4.88,1.66,4.81,12.75,8.67,3.27,0.78,4.83,1.28,154.11,3.56,8.49,15.27,132.46,1.33,4.71,4.85,0,2.02,111.97,0,0,2.44,0,0,31.89,2.22,10.19,18.55,10.22,0
 96-106,0,0,1.15,0,30.52,39.27,0.6,87,2.32,7.46,9.11,30.61,11.32,0,0.71,8.32,12.98,4.85,1.71,7.38,1.96,118.49,5.95,4.42,9.23,131.5,3.08,3.51,10.96,0,1.57,119.86,0,0,6.42,5.77,0,6.08,2.41,7.37,51.56,5.4,12.11
108-118,0,0,1.56,0,47.5,20.3,10.29,68.34,6.12,6.25,3.98,55.93,8.01,0,3.59,16.28,21.5,12.69,1.96,2.81,0.95,133.55,4.47,10.29,9.87,151.86,3.69,2,11.87,0,6.39,100.77,0,0,1.05,0.94,0,11.42,0.51,8.51,64.69,5.14,20.49
120,0,0,0,1.28,78.3,8.42,17.64,97.08,4.08,5.9,2.73,30.09,24.79,0,14.34,19.74,7.5,5.56,2.89,3.51,1.61,156.24,0,17.5,11.97,164.69,22.48,3,29.98,0,35.29,98.68,0,0,2.22,3,0,5.71,0,0,76.2,13.95,4.96
