stage,endoderm,eye,fin.epithelia,gut,mesenchyme,muscle,neural,notochord,paraxial.mesoderm,somites
  7-9,0,0,0,0,0,0,0,5.26,34.35,0
 10-12,0,0,0,0,0,0,0,15.37,39.67,0
 14-21,0.91,0,0,0,0,2.06,0,0,0,9.25
 24-34,0,1.04,0,0,0.84,0.62,0,0,0,0.64
 60-70,0,0,0,0,4.58,0,3.99,0,0,0
 72-82,0,0,0,0,2.59,0,0,0,0,0
 84-94,0,0,0,0.71,0,0.58,0,0,0,0
 96-106,0,0,1.33,0,2.21,0,0,0,0,0
108-118,0,2.53,0,0,0,0,1.56,0,0,0
120,0,0,0,0,1.94,1.93,0,0,0,0
