stage,mesenchyme,neural,spinal_cord
  7-9,0,4.18,0
 14-21,0,1.03,0
 24-34,0,0.63,0.68
 36-46,0,13.26,0.58
 48-58,0,6.58,0
 60-70,1.42,2.72,0
 72-82,0.52,0,0
 84-94,0,7.97,0
 96-106,0,1.17,0
