stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,1.34,1.38,6.19,94.09,45.57,0,46.18,0,0,0,9.96,4.64,0,2.4,0,3.3,0,0,0,0,28.89,0,0,54.78,431.57,51.85,3.6,3.77,17.99,0,9.03,1.38,95.5,5.71,22.76,159.3,153.42,0,0,3.65,0,5.02
 24-34,0,0.8,4.76,55.79,7.94,0,153.18,121.77,2.62,4.39,22.69,2.08,0,35.56,4.31,8.61,0.92,1.07,3.11,3.25,152.3,3.83,0.91,117.72,1426.04,24.11,18.1,11.98,0,0,82,0,2.17,0,102.93,206.13,324.47,0,0,33.38,0,5.22
 36-46,0,0,0,32.1,4.92,0,265.83,232.9,0,3.16,57.28,0,0,5.47,1.97,2.54,4.15,6.78,3.57,4.48,151.5,1.61,3.23,125.28,1251.48,8.9,6.84,9.78,0,0,91.32,0,0,0.94,69.78,22.38,225.99,0,0,28.88,0,6.65
 48-58,0,2.21,0.4,31.49,2.45,0,591.1,94.4,12.74,6.92,125.48,2.97,0,2.08,1.44,1.05,1.76,1.55,8.62,6.46,183.25,0,3.38,35.77,1478.51,11.94,7.34,5.36,0,0,52.58,0,0,9.58,28.42,0,283.01,0,0,25.78,1.08,2.75
 60-70,0,0,0,51.1,1.75,0,734.32,62,3.26,4.55,117.24,0,0,2.53,3.32,0.61,0,3.1,0,0,137.68,7.89,16.07,45.94,1073.04,3.02,11.47,11.7,0,2.4,56.08,0,0,0,52.9,0,115.74,0,1.9,2.41,0.81,15.9
 72-82,0,2.27,0,19.16,4.82,0,623.04,11.04,4.1,7.07,86.22,8.79,0.6,3.1,5.23,2.25,5.44,3.21,1.66,0,220.33,2.55,16.73,24.43,1208.19,3.11,15.44,7.24,0,7.19,25.11,0,0,1.25,17.38,0,107.44,1.91,8.15,47.4,1.56,17.11
 84-94,0,4.06,0,52.31,20.19,0,292.68,10.33,11.07,5.16,74.5,15.59,0,5.48,12.16,19.49,3.39,0.6,0,0.91,174.99,1.79,20.43,24.84,623.66,2.79,8.07,7.05,0,0,44.14,1.4,0,4.95,4.86,0,56.86,7.87,2.12,26.43,1.87,5.4
 96-106,0,0,0,33.75,16.11,0,180.38,63.82,0.56,4.84,50.12,7.38,0,3.04,25.63,11.26,8.47,2.68,9.99,0.67,97.54,8.36,6.06,21.77,464.06,2.5,12.4,6.14,0,3.56,84.38,0,0,1.86,67.45,0,24.39,8.88,3.27,10.92,7.87,9.07
108-118,0,2.13,0,52.14,3.55,9.79,202.26,28.54,4.37,3.75,71.75,14.16,0,1.76,7.55,5.69,16.32,0.98,1.25,3.87,130.83,7.38,18.15,25,573.55,3.19,13.36,5.64,0,5.87,27.27,0,0,2.03,11.32,0,26.29,3.11,0.88,19.89,0,2.4
120,0,3.29,1.28,73.67,6.2,2.42,217.57,43.66,3.97,15.59,140.54,10.47,0,0,13.47,5.32,20.96,6.5,2.46,8.03,109.67,0,2.22,21.82,837.56,0,30.17,20.9,0,2.03,13,0,0,2.88,19.31,0,12.44,3.78,0,25.26,13.59,9.43
