stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,697.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0
  5-6,6.06,120.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.05,0,0,0,5.48,0,0,3.47,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96,0,0,0,6.99,0,0,0,5.61,0,8.15,0,0,0,0,0,0
 14-21,0,0,1.05,8.22,22.98,0,0,0,0,9.94,0,0,0,0,0,0,0,0,0,0,1.7,0.89,0,0,1.11,4.46,6.24,2.99,4.98,0.96,0,1.42,0,3.54,6.99,15.11,14.64,0,0,0,0,0
 24-34,0,0,0.81,18.02,90.47,1.73,0,2.83,3.58,90.27,0,3.5,2.86,0,0,0,0.6,0,7.74,5.67,0,62.03,0.69,0,13.55,102.39,0.59,2.97,46.07,0,0,0.59,0,9.46,2.25,8.47,27.4,0,0,1.96,0,0
 36-46,0,0,0.98,0,90.72,10.39,0,6.87,7.1,115.21,1.9,22.4,2.73,0,0,0,0,0,9.08,8.46,0,259.82,1.38,0,45.81,135.13,0,2.27,58.23,0,0,2.65,0,5.23,3.27,2.39,41.06,0,0,0,0,0
 48-58,0.39,0,0,0.45,139.72,0,0,27.09,7.86,80.63,3.83,36.2,2.92,0,0,0,0.4,0,3.71,4.19,0,404.59,0.49,0.54,77.51,197.8,5.13,0.93,40.17,0,0,2.3,0,3.24,0,0,45.89,0,0.44,2.04,0,0
 60-70,0,0,0.89,0,172.43,0.57,0,50.87,8.58,111.09,7.7,41.58,5.23,0,0,0,0,0,1.73,8.21,0,605.05,1.43,4.61,59.14,144.94,0,0.73,25.61,0,0,1.81,0,4.1,0.68,0,39.98,0.61,0,0.96,0,8.94
 72-82,0,0,0.95,1.26,97.28,0,0,47.75,4.33,58.89,3.59,80.5,5.41,0,1.42,0,0.51,0,4.24,1.21,0,539.8,1.96,1.75,44.84,94.83,0,0,18.56,0,0,7.59,0,4.04,0,0,13.01,0,0,1.8,3.95,3.17
 84-94,0,0,0.7,2.51,152.42,0,0,37.12,3.42,82.21,3.18,51.12,8.79,0.6,0,1.96,0.73,0.66,0.84,2.64,0,365.3,0,0,36.72,47.75,0,0,20.25,0,0,3.94,0,4.92,0,0,34.29,0.71,2.78,0,1.98,0
 96-106,0,0,3.6,1.34,102.82,4.63,2.87,40.76,0.9,79.99,0,49.34,9.5,0,4.48,0.64,3.59,0.92,7.51,18.01,0,338.71,1.46,0.63,20.33,59.11,0,0.73,28.93,0,3.34,12.08,0,0,0,0,21.17,0,0.8,1.93,3.33,0
108-118,0,0,0,1.31,132.42,12.4,0.78,28.38,4.36,87.01,1.85,39.23,11.1,0,0.74,1.22,3.12,0,5.73,2.77,0,288.34,0,8.97,32.17,53.31,0.89,0.98,32.81,0,0,1.92,0,4.69,0.67,0,4.93,2.32,6.97,0.65,2.62,4.99
120,0,0,3.52,4.41,98.32,0,0,20.52,7.46,54.4,0,25.58,4.4,0,0,3.15,1.05,0,3.46,15.82,0,351.59,0,0,18.16,44.74,0,0,23.36,0,0,0,0,1.38,1.6,0,9.78,0,11.81,0,2.7,0
