stage,eye,glial,gut,mesenchyme,neural,spinal.cord
 14-21,0,0,0,0,0.83,0.83
 36-46,0,0,0,0,1.2,0
 48-58,0.38,0,0,0.84,0.64,0
 72-82,0,0,0,1.16,0,0
 84-94,0,1.24,0,0,1.63,0
 96-106,1.51,0,0,0,1.96,0
120,5.22,0,1.92,0,0,0
