stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,63.91,1856.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,144.8,961.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.37,21.92,0,0,22.24,0,57.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,106.17,12.05,0,45.28,0,0,0,123.84,0,0,0,0,0,275.45,0,0,0,0,0,0,0,0,0,0,0,800.46,195.77,0,0,350.16,0,4.34,34.3,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.44,0,82.49,0,16.06,0,40.24,0,0,0,0,0,388.71,0,0,0,0,0,0,0,0,0,0,0,1440.77,145.71,0,0,461.74,0,6.16,45.61,8.33,32.18,0,7.77,0,0,0,0,0,0
 14-21,0,0,0,3.97,315.99,19.53,0,21.33,0,3.91,0,2.82,6.2,77.39,0,1.08,5.03,0,0,0,0.86,35.06,0.9,0,27.74,255.79,80.17,1.93,2.79,7.45,0,20,2.99,55.49,3.43,8.14,65.64,132.67,0,0,9.6,0,6.47
 24-34,0,0,1.98,4.07,53.74,4.06,0,74.6,1.09,22.03,10.01,15.33,0,0,1.37,5.11,14.24,0,8.32,0.65,8.08,107.08,19.98,3.45,97.23,682.73,19.89,13.57,13.37,0,0,74.98,1.06,1.02,7.74,0,26.23,156.34,0,0,46.06,0,6.56
 36-46,0,0,0.61,0,21.72,0.57,0,120.69,0.64,9.13,30.47,35.64,0,0,4.24,5.94,8.82,9.76,10.33,0,5.53,165.12,19.53,0,56.98,882.92,15.04,12.24,30.39,0,0,136.21,0.68,0,2.04,0.82,0,214.47,0,0,24.02,0,7.89
 48-58,1.15,0,0,0,52.16,0,0,387.16,2.79,14.7,37.62,131.01,0.38,0,2.66,10.02,28.23,6.79,20.2,4.32,7.36,347.49,39.55,13.43,57,1047.76,10.33,11.51,19.27,0,0.61,129.99,0,0,1.17,0,0,228.06,0,3.22,18.58,0.5,14.14
 60-70,0,0,0,0,48.29,0,3.4,718.41,4.38,12.41,23.24,109.1,16.25,0,0.58,3.76,44.97,4.48,21.99,1.82,0,548.02,24.42,37.17,35.6,1051.12,2.76,18.04,20.79,0,1.65,78.59,0,0,0.62,0,0,126.51,1.35,15.97,36.75,1.95,6
 72-82,0,0,3.13,0,34.9,7.52,22.51,729.51,1.82,4.7,12.84,103.86,35.31,0.52,9.12,5.78,2.7,3.26,51.23,9.25,0,457.35,35.8,15.42,42.66,895.67,1.02,42.59,23.36,0,1.54,60.09,0,0,1.85,0.58,0,64.56,11,9.19,23.91,11.52,2.01
 84-94,0,0,0,0,60.84,17.94,52.8,520.42,5.71,6.23,23.7,100.32,48.99,0,6.44,19.22,13.32,1.32,69.3,26.65,2.28,371.38,27.31,9.92,33.9,692.96,1.52,34.9,38.15,0,5.06,148.17,0,0,5.17,0,0,36.56,10.27,13.11,35.78,16.12,3.76
 96-106,0,0,2.82,0,38.05,5.28,70.91,314.02,2.72,7.16,19.61,99.69,54.82,0,9.62,19.05,15.2,2.08,69.76,18.31,0,270.92,5.63,7.55,11.94,495.68,2.63,42.03,18.3,0,1.47,106.36,0,0,5.73,2.97,0,21.48,18.78,1.42,51.18,13.59,0
108-118,0,0,0.57,0.64,53.03,3.48,201.66,292.7,4.3,7.16,9.93,92.73,41.28,0,3.7,16.92,11.29,15.62,55.35,25.36,2.57,207.46,16.04,5.25,19.52,584.51,0.81,33.27,24.12,0,5.85,75.75,0,0,5.6,0.85,0,11.21,15.59,0,31.64,7.32,3.88
120,2.37,0,0,0,41.84,4.8,48.39,182.55,17.54,2.53,8.99,117.01,40.41,0,1.17,31.74,6.51,5.39,29.88,18.19,1.79,151.8,17.24,3.81,30.57,513.19,6.73,20.51,20.46,0,1.79,53.59,2.5,0,3.15,1.37,0,28.42,8.43,14.96,12.94,3.15,0
